theta,tx,ty
1.64976e-05,-1.89281,-0.412456
7.67158e-05,-3.7344,-0.908998
0.000156044,-5.72043,-1.39029
0.000183968,-7.52568,-1.92683
0.000250327,-9.31078,-2.42882
0.000243123,-11.1764,-3.03779
0.000334642,-13.016,-3.55559
0.000425942,-14.9238,-4.18018
0.000483314,-16.8632,-4.75662
0.00071165,-18.7623,-5.44126
-0.00207227,-12.5815,-6.02237
0.00025003,-10.7307,-3.14491
-0.00195738,-10.2632,-4.34693
0.00172,-5.94335,1.10848
0.0030172,-7.51411,-0.451931
0.00503492,-8.23461,-2.5096
0.00032711,-8.1746,-3.14033
0.00152339,-8.72074,-2.55711
0.00250773,-5.30864,-1.42545
