theta,tx,ty
-7.52901e-06,-0.00699713,0.00327848
-2.92334e-05,-0.0295403,0.00787434
-5.76436e-05,-0.0506632,0.0132398
-8.12285e-05,-0.0668704,0.032916
-0.000100237,-0.0768053,0.0462671
-0.00011857,-0.0876389,0.081328
-0.000138254,-0.0967704,0.116334
-0.000157405,-0.131883,0.128721
-0.000180138,-0.177107,0.139434
-0.000181273,-0.217698,0.147226
-0.000174868,-0.271423,0.159688
-0.000197183,-0.349806,0.194532
-0.000224523,-0.386681,0.21566
-0.000264094,-0.380179,0.25902
-0.00029603,-0.379356,0.290611
-0.000311286,-0.385611,0.332807
-0.00031312,-0.394883,0.361063
-0.000328505,-0.42176,0.388839
-0.000343852,-0.455032,0.4114
