theta,tx,ty
-1.15234e-05,-0.0381128,0.00570135
-1.75682e-05,-0.0569324,0.0118927
-4.16081e-05,-0.0935357,0.0253213
-5.59695e-05,-0.108178,0.0330761
-4.41446e-05,-0.196568,0.0439354
-6.33166e-05,-0.256263,0.0499191
-7.15092e-05,-0.272686,0.0509649
-7.69084e-05,-0.284922,0.048681
-8.06455e-05,-0.328412,0.0361563
-9.78874e-05,-0.371332,0.016009
-0.000122751,-0.477918,-0.00228711
-0.000124315,-0.480631,-0.0028443
-0.000125556,-0.471405,-0.00253727
-0.000116542,-0.442197,-0.00125876
-0.000131832,-0.410743,0.0022539
-0.000134949,-0.391141,0.00719
-0.00014412,-0.388744,0.0171639
-0.000153805,-0.391778,0.0271751
-0.000183533,-0.395847,0.0576144
