theta,tx,ty
-0.000114148,2.14321,0.277758
-0.000285856,4.31107,0.60039
-0.00036557,6.50423,0.928837
-0.000505688,8.68319,1.27406
-0.000626006,10.9439,1.62587
-0.000749087,13.2057,1.9726
-0.000691814,15.4643,2.38433
-0.000728335,17.7961,2.82064
-0.000704001,20.2108,3.30623
-0.000618939,22.6835,3.73862
-1.7648e-05,25.062,3.45434
-0.00164356,11.9961,4.68001
-0.000931879,7.4753,5.29919
-0.00176962,8.00237,6.47337
-0.00296153,6.66391,6.39963
-0.00336393,6.41041,5.90126
-0.00330942,5.54162,5.47341
-0.00364539,6.05147,6.03074
0.000929762,5.20339,2.87549
