theta,tx,ty
3.78737e-07,-0.0445893,-0.0613392
1.72039e-06,-0.0521524,-0.0632081
1.05453e-05,-0.0735922,-0.0684034
1.27906e-05,-0.112279,-0.0734712
8.25407e-06,-0.146466,-0.07922
2.85125e-05,-0.18973,-0.103348
6.24705e-05,-0.247151,-0.12257
9.01185e-05,-0.336326,-0.138234
0.000101133,-0.416242,-0.146105
0.000112219,-0.470961,-0.166613
0.000111613,-0.557665,-0.183696
0.000136472,-0.675835,-0.215701
0.000177985,-0.778619,-0.248286
0.00015475,-0.882349,-0.280625
0.000166774,-0.993508,-0.303547
0.000212076,-1.09416,-0.34653
0.000232405,-1.19481,-0.376688
0.000235118,-1.32024,-0.449377
0.00025091,-1.44786,-0.496042
