theta,tx,ty
-9.82399e-05,2.80289,-0.0832588
-0.000149889,5.50755,-0.263776
-0.000195945,8.20887,-0.377324
-0.000268673,11.0398,-0.610146
-0.000359038,13.7831,-0.742033
-0.000376722,16.4986,-0.918448
-0.000319737,19.212,-1.35154
0.000736472,10.9739,1.53732
-0.00563239,8.89908,1.33094
-0.000136753,10.1156,1.48405
-0.00146522,4.8811,0.363952
-0.00107742,5.0176,0.0670038
-0.000417729,4.8401,0.43136
0.000425374,5.48638,2.03784
0.000646543,5.31498,1.28936
-0.000337035,4.65656,0.701858
-0.000409962,4.72672,0.543431
5.64648e-05,3.69541,0.240595
3.45262e-05,4.51406,0.101339
