theta,tx,ty
-1.99122e-05,-0.00853633,0.00340122
-1.66565e-05,-0.00309371,0.00654798
-1.52293e-05,0.000899719,0.00929524
-2.59475e-05,0.00547381,0.0173557
-3.78481e-05,0.0124357,0.0276456
-4.63189e-05,0.0163194,0.0376852
-5.48241e-05,0.0201048,0.0437976
-6.50621e-05,0.0281394,0.0546967
-6.89557e-05,0.0339711,0.0587178
-7.34643e-05,0.0381104,0.0584543
-7.17866e-05,0.0412655,0.0574299
-8.32411e-05,0.0541745,0.0565852
-8.26411e-05,0.0535342,0.0555509
-8.34978e-05,0.0527659,0.0552355
-9.17086e-05,0.0514277,0.0488406
-9.90238e-05,0.0510772,0.0424456
-0.000117614,0.0294529,0.0315228
-0.000137759,0.0167531,0.025332
-0.000143399,0.0135211,0.0223475
