theta,tx,ty
-1.59935e-05,-1.2692,-0.56855
1.54171e-05,-2.56539,-1.05098
-0.000170298,-3.95385,-1.59985
-0.000205328,-5.35889,-2.08511
-0.000247963,-6.75715,-2.59619
-0.000267514,-8.22075,-3.10233
-0.0003325,-9.8267,-3.58283
-0.000284906,-11.8522,-4.10938
-0.000165066,-14.191,-4.67537
-0.000128003,-17.1827,-5.19637
0.00418918,-20.1167,-6.46808
0.00272569,-7.82864,-3.86864
0.00320413,-7.79706,-3.37397
0.000618033,-6.34374,-1.15689
0.00140519,-6.6295,-0.4249
0.000648932,-5.04627,0.24161
0.000522448,-3.65976,0.275547
0.000450133,-4.62141,-0.101861
0.000401276,-5.29244,0.0925687
