theta,tx,ty
4.35952e-05,-0.17359,0.00602412
7.31746e-05,-0.389769,0.0176428
0.000128639,-0.614479,0.0378717
0.000184581,-0.81811,0.0613372
0.000203021,-1.02021,0.0541777
0.000228299,-1.20224,0.0430366
0.000292202,-1.34452,0.0347293
0.000344101,-1.523,0.0311442
0.000424239,-1.71999,0.00816274
0.000453616,-1.91017,-0.011268
0.000522166,-2.07662,-0.0419772
0.000558515,-2.20344,-0.0531184
0.00057788,-2.357,-0.0693251
0.000615736,-2.55644,-0.0884754
0.000635522,-2.70985,-0.135281
0.000625314,-2.84364,-0.16604
0.000637624,-3.00715,-0.183483
0.00067914,-3.18058,-0.200278
0.000726617,-3.34907,-0.241649
