theta,tx,ty
4.1852e-06,0.0156346,-0.0160575
1.4371e-05,0.0391214,-0.0288789
-4.65292e-06,0.073253,-0.0665165
-1.8382e-05,0.0935393,-0.0986994
-5.37516e-05,0.142031,-0.124326
-7.98352e-05,0.18287,-0.143893
-0.00011043,0.260904,-0.157316
-0.000141025,0.358006,-0.172444
-0.000212969,0.484547,-0.202572
-0.000244756,0.55995,-0.231166
-0.00028635,0.668995,-0.322405
-0.000301787,0.687527,-0.342852
-0.000329005,0.713855,-0.421136
-0.000344718,0.758576,-0.489195
-0.000358122,0.811594,-0.551225
-0.000367176,0.830711,-0.58801
-0.000397722,0.864068,-0.627986
-0.000435215,0.892105,-0.671925
-0.000444519,0.931816,-0.715737
