theta,tx,ty
-5.63087e-05,-0.834473,-0.640091
-8.0126e-05,-1.78823,-1.31961
-3.92272e-05,-2.68721,-1.98197
-4.97114e-05,-3.64236,-2.65063
-9.95856e-05,-4.59477,-3.27706
-0.000123476,-5.59176,-3.92515
-3.11938e-05,-6.62844,-4.59667
3.79787e-06,-7.6486,-5.21111
-0.000127467,-8.70046,-5.87897
-6.7686e-05,-9.7825,-6.58573
-8.97083e-05,-10.8175,-7.10969
-1.84306e-05,-12.0321,-7.81544
-0.000144018,-13.2232,-8.4407
-0.000113847,-14.3676,-8.91265
0.003019,-4.4681,-3.65764
0.00224837,-4.74574,-3.00636
0.000811061,-2.66251,-1.82765
6.86757e-05,-5.03953,-3.16448
-0.000620895,-5.21143,-2.9237
