theta,tx,ty
-0.000122989,-0.665307,-0.628587
-0.000234739,-1.31522,-1.22512
-0.00031198,-1.99105,-1.77228
-0.000429508,-2.65082,-2.26622
-0.000481836,-3.29988,-2.80959
-0.000523163,-4.00964,-3.32333
-0.000524304,-4.66611,-3.84228
-0.000562534,-5.37553,-4.32147
-0.000587578,-6.03552,-4.81625
-0.000536584,-6.7554,-5.32545
-0.000553533,-7.56289,-5.80485
-0.000637902,-8.28116,-6.19144
-0.000605662,-9.06771,-6.60161
-0.000510522,-9.92535,-7.06808
-0.000536143,-10.7624,-7.4538
-0.000454185,-11.5098,-7.87394
-0.000436735,-12.4772,-8.32497
-0.000366049,-13.3219,-8.69463
-0.000281512,-14.126,-9.02108
