theta,tx,ty
-4.29907e-05,0.894741,0.136471
-0.000124241,1.71243,0.31263
-0.000214866,2.54118,0.457053
-0.00031309,3.29905,0.557537
-0.000353424,4.05341,0.668757
-0.000377166,4.8264,0.757074
-0.000469614,5.4328,0.875235
-0.00049041,6.13323,0.977529
-0.000580213,6.73177,1.12339
-0.000638139,7.37513,1.27095
-0.0006999,7.90035,1.42131
-0.000759759,8.44696,1.51891
-0.000799497,8.9424,1.66945
-0.000896912,9.41047,1.85278
-0.00092376,9.83202,2.015
-0.000941918,10.1691,2.15095
-0.000978995,10.4602,2.23022
-0.00102597,10.7097,2.30446
-0.00105184,10.8596,2.45962
