theta,tx,ty
-1.27201e-05,-0.0884459,-0.0162588
-2.45312e-05,-0.184161,-0.0281047
-2.50239e-05,-0.273337,-0.0419159
-4.61936e-05,-0.36221,-0.0675127
-7.69849e-05,-0.425746,-0.101788
-9.02959e-05,-0.45539,-0.116826
-0.000104751,-0.46445,-0.125229
-0.000125896,-0.476117,-0.127498
-0.000143206,-0.495806,-0.126259
-0.000158844,-0.52976,-0.146959
-0.000189676,-0.56067,-0.169842
-0.000180396,-0.576828,-0.170079
-0.000174764,-0.610246,-0.174914
-0.000195623,-0.623541,-0.199073
-0.000234239,-0.633195,-0.223807
-0.000236397,-0.63317,-0.245069
-0.000251488,-0.624494,-0.258776
-0.000253523,-0.60786,-0.268927
-0.000262731,-0.590849,-0.278671
