theta,tx,ty
1.36498e-05,-0.0149656,0.00188808
3.91943e-06,-0.032136,0.000339322
-1.71068e-05,-0.0524202,0.00184945
-2.4699e-05,-0.0656136,0.0119915
-2.83536e-05,-0.0740226,0.0218383
-3.25892e-05,-0.101094,0.0201466
-4.41649e-05,-0.111545,0.0169345
-3.67718e-05,-0.107389,0.0202217
-4.03792e-05,-0.109959,0.0232739
-4.62831e-05,-0.137104,0.0297252
-6.63494e-05,-0.147905,0.0314365
-6.73971e-05,-0.181205,0.0232817
-7.44042e-05,-0.236539,0.00883104
-8.10209e-05,-0.283795,-0.017174
-8.85263e-05,-0.342668,-0.0416107
-0.00010018,-0.367756,-0.046938
-0.000116448,-0.400947,-0.0519539
-0.000108766,-0.421204,-0.0600565
-9.55666e-05,-0.437868,-0.0630072
