theta,tx,ty
-2.50501e-06,-0.0115394,-0.0213445
-5.50546e-06,-0.019515,-0.0369709
-1.11214e-05,-0.0335624,-0.0469953
-1.10344e-05,-0.045479,-0.054409
-4.5183e-06,-0.0774545,-0.078138
-7.32794e-06,-0.111752,-0.103776
-3.30891e-05,-0.134289,-0.131863
-5.46713e-05,-0.15824,-0.151443
-6.16e-05,-0.190928,-0.17565
-6.88161e-05,-0.208321,-0.199441
-7.45257e-05,-0.238329,-0.21961
-8.4367e-05,-0.253965,-0.237071
-9.33272e-05,-0.2622,-0.252158
-9.5675e-05,-0.27325,-0.265837
-5.8571e-05,-0.430905,-0.278003
-7.88993e-05,-0.515109,-0.284668
-9.18201e-05,-0.598132,-0.296657
-8.89889e-05,-0.651468,-0.305943
-7.8793e-05,-0.792054,-0.375111
