theta,tx,ty
8.04541e-06,-0.0317862,-0.000358904
4.88675e-06,-0.0371898,-0.00170725
5.103e-06,-0.0489426,-0.00259901
6.17114e-06,-0.0254171,-0.00944423
8.1737e-06,-0.0236789,-0.0157795
1.36643e-05,-0.0351541,-0.0147465
2.71739e-05,-0.0491775,-0.0190145
4.1349e-05,-0.0639747,-0.0291626
5.78484e-05,-0.0777873,-0.0410185
7.29643e-05,-0.0845699,-0.0724359
7.12913e-05,-0.0829326,-0.0924885
4.28623e-05,-0.0775389,-0.125688
3.98217e-05,-0.0736576,-0.163229
4.28554e-05,-0.0662037,-0.17583
5.16119e-05,-0.0517679,-0.200527
2.35175e-05,-0.0371623,-0.197046
1.1973e-06,-0.00688889,-0.195123
-2.79149e-06,0.0244198,-0.210629
7.92692e-06,0.0572175,-0.246834
