theta,tx,ty
-6.45945e-06,-0.0756032,0.00177294
-1.92582e-05,-0.138421,-0.00151257
-2.39183e-05,-0.171263,0.000684
-3.83788e-05,-0.210243,-0.000602721
-7.02665e-05,-0.293646,-0.00848596
-0.000107876,-0.383138,-0.0123148
-0.000118814,-0.438209,-0.0172848
-0.000130152,-0.487594,-0.0213533
-0.000150238,-0.551881,-0.0160027
-0.000148191,-0.607614,-0.0102628
-0.000178334,-0.724595,0.00450894
-0.000194562,-0.751298,0.014535
-0.000248265,-0.808491,0.0452686
-0.000304483,-0.854056,0.0798227
-0.000284577,-0.928958,0.0821481
-0.000289363,-0.980725,0.0848145
-0.000331091,-1.06711,0.100214
-0.000351299,-1.13886,0.111529
-0.00036535,-1.1821,0.120038
