theta,tx,ty
-0.000116814,2.61953,-0.987259
-0.000194642,5.12689,-1.92545
-0.000298635,7.7014,-2.85505
-0.000465732,10.1829,-3.71214
-0.000583839,12.7742,-4.56024
-0.00063778,15.304,-5.32591
-0.000756693,17.8793,-6.08649
-0.000944404,20.3971,-6.78648
-0.00221802,23.1183,-6.97462
-0.00097513,10.941,-5.03278
-0.00223873,10.4291,-4.72503
-0.00159577,9.86372,-5.27883
-0.00205717,10.2503,-4.34805
-0.0027825,7.80456,-3.72267
-0.00551873,5.11301,-2.91918
-0.00579745,5.00572,-1.93047
-0.00705178,4.19688,-2.18793
-0.00716023,5.06318,-3.35306
-0.00453803,5.66561,-1.64167
