theta,tx,ty
-9.40059e-06,-0.00162439,-0.011261
-2.42696e-05,-0.00346924,-0.00783562
-3.9962e-05,-0.00457042,-0.00719379
-4.98721e-05,-0.00287999,-0.00408141
-5.87202e-05,-0.00348537,-0.00245032
-8.03111e-05,-0.00354264,0.00537514
-9.39295e-05,-0.00336439,0.0113329
-0.000107248,0.00213076,0.0088574
-0.000119125,0.00841748,0.00483655
-0.000155645,0.0337964,-0.0131606
-0.000191803,0.0639903,-0.0297007
-0.000205064,0.0674016,-0.0354651
-0.000213878,0.0721403,-0.0408325
-0.000259755,0.0978966,-0.0524784
-0.000262401,0.119191,-0.0560586
-0.000269457,0.140225,-0.0579578
-0.000295688,0.168802,-0.0625595
-0.000318743,0.193217,-0.0639323
-0.000382532,0.21562,-0.0390678
