theta,tx,ty
-3.2217e-05,0.0363752,0.0438807
-5.23834e-05,0.0501618,0.0563553
-0.000109399,0.0813866,0.115689
-0.000152991,0.106105,0.168
-0.000173763,0.103237,0.197935
-0.000202518,0.103795,0.231028
-0.000228397,0.109248,0.279798
-0.000250778,0.112657,0.317652
-0.00025272,0.122127,0.344845
-0.000254163,0.130449,0.361314
-0.000304403,0.179669,0.376792
-0.000342368,0.219062,0.391288
-0.000378718,0.286872,0.422547
-0.000401605,0.335177,0.443895
-0.000427399,0.351296,0.454173
-0.000444256,0.357166,0.463435
-0.000460674,0.366097,0.473588
-0.000478978,0.376649,0.483242
-0.000504407,0.384103,0.510279
