theta,tx,ty
-4.24893e-05,-0.983919,1.88964
-1.22255e-05,-1.88911,3.68097
-1.74222e-05,-2.91164,5.50865
5.16101e-06,-4.00932,7.33275
1.32037e-05,-5.30577,9.09528
0.000221887,-6.82445,10.8986
0.000312846,-8.4084,12.6842
0.000372729,-9.97511,14.4791
0.000517177,-11.5011,16.3199
0.00207137,-12.1015,19.0202
-0.00291049,-4.57217,7.31298
-0.00315947,-4.57187,7.42192
-0.00244866,-5.44059,8.40215
-0.00117151,-6.12328,8.36544
-1.04881e-05,-6.24969,8.98676
0.00173225,-4.25403,4.31216
-0.000229393,-3.51357,3.54218
-0.00112989,-3.40048,4.48912
-0.00100142,-3.48891,4.99464
