theta,tx,ty
-3.9994e-05,2.20085,-1.08166
-7.24355e-05,4.4253,-2.24252
-0.00014369,6.61051,-3.43478
-0.000138186,8.81853,-4.49941
-0.000232388,11.0633,-5.70141
-0.00025645,13.2595,-6.81962
-0.000262089,15.5832,-7.98262
-0.000401535,17.8882,-8.91418
-0.000477515,12.2703,-6.6294
-0.000619776,8.06743,-2.76024
0.000102149,6.55482,-2.621
0.000885367,6.36079,-2.4375
-0.000956105,6.63182,-1.79374
-0.000863975,7.13424,-0.763028
-0.00189681,6.62465,-0.329611
0.00150116,6.55085,0.224596
0.00233941,3.27814,-0.22565
0.00277603,3.11398,-0.810891
0.00168488,2.15532,-0.937783
