theta,tx,ty
4.37834e-05,-1.17797,2.07526
0.000128616,-2.29323,4.09618
0.000146534,-3.55633,6.16837
0.000160613,-4.60589,8.24638
0.000243916,-5.71554,10.3357
0.000334965,-6.78866,12.4084
0.000289273,-7.81431,14.4913
0.000320922,-8.92596,16.6624
0.000638545,-9.5183,19.1178
-0.00259062,-1.27725,9.3559
-0.00161743,-2.39465,10.6479
0.00112918,-2.28034,6.95286
2.06821e-05,-1.45061,7.17915
-0.00286712,-3.85523,10.133
-0.0015338,-1.91624,6.01291
-0.00289848,-1.72754,4.51068
-0.00184258,-1.83918,5.55092
-0.00428552,-0.763061,5.09754
-0.00243844,-3.06934,4.09208
