theta,tx,ty
-2.27172e-05,-0.0164582,-0.00705141
-2.53575e-05,-0.0152865,-0.00555574
-2.5318e-05,-0.0188211,-0.000726072
-2.6094e-05,-0.0224642,0.00362414
-3.38581e-05,-0.0226121,0.0115126
-4.53624e-05,-0.0252294,0.0195023
-7.09667e-05,-0.0385528,0.0349079
-8.86444e-05,-0.0449645,0.0474491
-0.000104392,-0.0464263,0.0583636
-0.000125888,-0.046302,0.0712199
-0.000150677,-0.0321327,0.0901741
-0.0001749,-0.0215652,0.11047
-0.000190922,-0.017587,0.127785
-0.000203045,-0.0126716,0.141815
-0.000242329,-0.0141987,0.170956
-0.000271206,-0.018629,0.190757
-0.000293579,-0.0192876,0.208318
-0.000308138,-0.0199124,0.219595
-0.00032394,-0.0375376,0.22343
