theta,tx,ty
-8.44195e-05,1.17566,-0.844168
-0.000123011,2.48747,-1.60453
-0.000162213,3.84194,-2.52636
-0.000163326,5.14226,-3.35138
-0.000180564,6.52049,-4.24338
-9.73944e-05,7.87604,-5.14061
-0.000106948,9.23284,-6.05437
-0.000147773,10.6348,-6.96369
-0.000156392,11.9947,-7.80732
-0.000208478,13.4218,-8.73433
0.0050595,16.3736,-15.0533
-0.00364599,12.6039,-16.0511
-0.00123177,18.0198,-11.969
0.00508653,7.44489,-4.57543
0.00447961,6.7828,-3.58998
0.00535525,7.14565,-4.13627
0.00337566,6.06547,-2.3788
0.00435907,6.76547,-2.90678
0.0042886,6.42317,-2.68392
