x,y,z
2.3178382,0.19260123,-1.1027398
2.3171642,0.19258368,-1.1026808
2.3165622,0.19263847,-1.1026223
2.3175437,0.19303921,-1.1026769
2.3172302,0.19135273,-1.1027892
2.3165646,0.1913498,-1.1027297
2.3159409,0.19140376,-1.1026692
2.316946,0.19178987,-1.1027273
2.3162503,0.19183287,-1.1026614
2.3156085,0.19189852,-1.1025982
2.3166666,0.19225645,-1.1026634
2.3160596,0.19235244,-1.1026009
2.3153844,0.19238979,-1.1025372
2.316433,0.19273332,-1.1026027
2.3157792,0.19278365,-1.1025398
2.3156624,0.19106615,-1.1026723
2.316784,0.1915232,-1.102735
2.3162801,0.19155619,-1.102687
2.3173726,0.19204229,-1.1027446
2.3166976,0.19204147,-1.102684
2.3178754,0.19249818,-1.1027517
2.3173404,0.19256431,-1.1026983
2.3176627,0.19281673,-1.1027062
2.3179631,0.19308248,-1.102711
2.3174725,0.19319761,-1.1026573
2.317811,0.19341654,-1.1026695
2.3190053,0.19386408,-1.1027395
2.3189495,0.19221464,-1.1028717
2.3183677,0.19228664,-1.1028135
2.3178837,0.19231625,-1.1027677
2.3190773,0.19279945,-1.1028345
2.318491,0.19285043,-1.1027777
2.317978,0.19286203,-1.1027306
2.3182385,0.19306235,-1.1027374
2.3185244,0.19334497,-1.1027396
2.318396,0.19165216,-1.1028688
2.3178968,0.19172874,-1.1028178
2.3185587,0.19387738,-1.1026983
2.3183541,0.19221637,-1.1028183
2.31777,0.19228745,-1.1027598
2.3171482,0.1923936,-1.1026952
2.3187528,0.19277936,-1.102807
2.3186116,0.19283345,-1.1027899
2.3176079,0.1927082,-1.1027102
2.317463,0.19276562,-1.1026924
2.3181186,0.19302166,-1.10273
2.317994,0.19307932,-1.1027141
2.3195257,0.19350776,-1.1028159
2.3193102,0.1935822,-1.1027904
2.319097,0.19362319,-1.1027677
2.3193352,0.19197094,-1.1029266
2.3191504,0.19197918,-1.1029093
2.3189077,0.19202913,-1.1028835
2.318698,0.19207855,-1.1028605
2.317819,0.19103637,-1.1028683
2.3175957,0.19102672,-1.1028491
2.317389,0.19106323,-1.1028275
2.31869,0.19238016,-1.1028347
2.318444,0.19241428,-1.1028097
2.3196456,0.189981,-1.1031201
2.3185196,0.18979752,-1.1030343
2.3184965,0.18983121,-1.1030295
2.3183465,0.19078007,-1.102937
2.3183784,0.19087932,-1.1029316
