x,y,z
2.3209798,0.2243146,-1.1003822
2.3201942,0.22435348,-1.1003084
2.3212137,0.2247994,-1.1003628
2.3204982,0.22484311,-1.100295
2.319759,0.22489977,-1.100224
2.3194818,0.22290364,-1.1003652
2.3192902,0.22435835,-1.1002269
2.319625,0.22340947,-1.100336
2.3199377,0.222727,-1.1004207
2.3191435,0.22278506,-1.1003448
2.3183582,0.2228034,-1.1002727
2.3165007,0.22348616,-1.1000493
2.3157635,0.22348809,-1.099983
2.316865,0.22405985,-1.1000341
2.3161626,0.22405705,-1.0999713
2.3166842,0.22218335,-1.1001742
2.3178744,0.22277862,-1.1002314
2.317171,0.22275001,-1.1001706
2.3156667,0.22259831,-1.1000483
2.3151371,0.22178143,-1.1000688
2.316033,0.2231766,-1.100033
2.3156548,0.22232796,-1.1000698
2.3150578,0.22235236,-1.1000141
2.3144007,0.22231711,-1.0999581
2.3138561,0.22237073,-1.0999048
2.3151603,0.22175486,-1.1000731
2.3145444,0.22180286,-1.1000137
2.313951,0.22176293,-1.0999639
2.3134007,0.22187401,-1.0999053
2.3127337,0.22187695,-1.0998452
2.3142254,0.22039004,-1.1001027
2.3136065,0.22048086,-1.1000397
2.3130014,0.22042902,-1.0999897
2.312505,0.2204991,-1.0999393
2.3118782,0.220433,-1.0998886
2.3130403,0.22114927,-1.0999331
2.3124404,0.22121514,-1.0998739
2.3118415,0.22128032,-1.0998147
2.3111448,0.22128156,-1.0997522
2.3107934,0.21916163,-1.099897
2.3101335,0.2191137,-1.0998418
2.310842,0.2193113,-1.0998889
2.3124158,0.21992339,-1.0999792
2.3122501,0.22001585,-1.0999566
2.3112478,0.2198714,-1.0998788
2.3110504,0.21995309,-1.0998542
2.3121567,0.21704042,-1.1001959
2.311928,0.21713507,-1.1001675
2.3108633,0.2170441,-1.1000795
2.3106542,0.21706724,-1.1000588
2.3103967,0.21706386,-1.100036
2.310141,0.21714935,-1.100006
2.3098695,0.21722908,-1.099975
2.3096342,0.21730405,-1.0999477
2.3095517,0.21612343,-1.1000385
2.3092904,0.21613322,-1.1000142
2.3089986,0.21616738,-1.0999851
2.308734,0.21624632,-1.0999548
2.308425,0.21635151,-1.0999184
2.3081532,0.21631527,-1.0998969
2.3078508,0.21635878,-1.0998663
2.3078418,0.21641228,-1.099861
2.3082862,0.21433774,-1.1000736
2.3091202,0.21454102,-1.1001315
2.3090787,0.21462709,-1.1001205
2.3082018,0.21451116,-1.1000515
2.3082104,0.2145912,-1.1000457
2.3082294,0.21463664,-1.1000435
2.308237,0.21473119,-1.1000364
2.3082142,0.21488072,-1.1000218
2.3082,0.21497545,-1.1000128
2.309438,0.21780461,-1.0998883
2.3094144,0.21785866,-1.0998818
2.3086095,0.21651176,-1.0999216
2.3095279,0.21696225,-1.0999665
2.3092937,0.21935269,-1.0997465
2.309424,0.21828112,-1.0998474
2.3093846,0.21830419,-1.0998421
2.3088648,0.21586597,-1.0999982
2.3088062,0.21586192,-1.0999933
2.308404,0.21366827,-1.1001399
2.308363,0.21366596,-1.1001363
2.3064313,0.21325257,-1.0999973
2.3064313,0.21321437,-1.1000006
2.306438,0.21321015,-1.1000016
2.3064322,0.21325165,-1.0999975
2.3064473,0.21339473,-1.099987
2.3064275,0.21349785,-1.0999765
2.306438,0.21354601,-1.0999736
2.3064296,0.21365777,-1.0999635
2.306458,0.21375035,-1.0999584
2.3064651,0.21387944,-1.0999483
2.3064926,0.21399283,-1.0999413
2.306496,0.21411246,-1.0999316
2.3064845,0.2142235,-1.0999213
2.3064754,0.21432886,-1.0999117
2.3064914,0.21444829,-1.0999033
2.3059468,0.21652064,-1.0996819
2.305942,0.2165856,-1.0996761
2.3065138,0.21468638,-1.0998855
2.3060002,0.2166778,-1.0996736
2.306015,0.21674336,-1.0996695
2.3060348,0.21679905,-1.0996666
2.3060894,0.21687408,-1.0996653
2.3043365,0.21575305,-1.0996013
2.3043542,0.21579295,-1.0995996
2.3044136,0.21584517,-1.0996006
2.304449,0.2159119,-1.0995982
2.3045053,0.21594234,-1.0996007
2.304354,0.21682298,-1.0995138
2.304418,0.21683079,-1.099519
2.304462,0.21684939,-1.0995214
2.304519,0.2168936,-1.0995227
2.3045597,0.2169407,-1.0995225
2.3045974,0.21698448,-1.0995222
2.3046355,0.21702428,-1.0995224
2.306093,0.21541911,-1.0997868
2.3061342,0.21546833,-1.0997863
2.3061752,0.2155281,-1.099785
2.3062487,0.21550915,-1.0997932
2.306319,0.21548541,-1.0998014
2.3063927,0.21548393,-1.0998082
2.3064432,0.21551198,-1.0998104
2.306508,0.21549803,-1.0998174
2.3065705,0.21549088,-1.0998236
2.3066099,0.21547534,-1.0998285
2.3066716,0.2154612,-1.0998352
2.3058825,0.21522596,-1.0997839
2.3059545,0.21522471,-1.0997905
2.306012,0.21520388,-1.0997972
2.3060603,0.21519846,-1.0998021
2.3061256,0.21519002,-1.0998087
2.30619,0.21517268,-1.0998158
2.3062153,0.21517345,-1.0998182
2.3062396,0.21516863,-1.0998207
