x,y,z
2.216807,0.2652681,-1.0876256
2.2174761,0.26284534,-1.0878873
2.2186172,0.2631436,-1.0879649
2.2179816,0.2631263,-1.0879092
2.2171211,0.2639531,-1.0877633
2.218243,0.26442456,-1.0878247
2.2180886,0.26167777,-1.0880395
2.2173457,0.26167533,-1.087973
2.2184951,0.26204106,-1.0880457
2.2178152,0.26197702,-1.08799
2.2169857,0.26279226,-1.0878477
2.217596,0.2612745,-1.0880289
2.2170162,0.26116925,-1.0879855
2.2181242,0.26154405,-1.0880538
2.2175293,0.26147932,-1.0880058
2.217269,0.25977626,-1.0881242
2.2184372,0.26024282,-1.0881902
2.2179575,0.2601422,-1.0881555
2.2191265,0.2605704,-1.0882248
2.2184267,0.2606306,-1.0881569
2.2195544,0.26107252,-1.0882213
2.2193613,0.25936365,-1.0883462
2.2197576,0.25945294,-1.0883744
2.2202034,0.25961697,-1.0884007
2.21971,0.2595843,-1.0883591
2.2213259,0.25809228,-1.0886283
2.2209477,0.25799018,-1.088603
2.2209065,0.2562081,-1.0887476
2.2220962,0.2566194,-1.0888201
2.221633,0.25660405,-1.0887798
2.2227888,0.2569717,-1.088853
2.2222576,0.25691223,-1.0888102
2.2220669,0.25516504,-1.0889385
2.221653,0.25512195,-1.0889049
2.2227347,0.25554568,-1.0889668
2.222297,0.25547358,-1.0889335
2.2221594,0.25372463,-1.0890667
2.2232919,0.25406373,-1.0891402
2.2226918,0.25411415,-1.089082
2.2221603,0.2541206,-1.0890338
2.2233543,0.2543972,-1.089118
2.2237253,0.25261647,-1.0892994
2.2236085,0.25261,-1.0892895
2.2235534,0.25251263,-1.0892926
2.2233994,0.25255013,-1.0892758
2.2254255,0.25107464,-1.0895803
2.2253537,0.25109047,-1.0895727
2.2252412,0.25111637,-1.0895604
2.2250743,0.25115362,-1.0895423
2.2249393,0.2511636,-1.0895293
2.2264688,0.2515331,-1.0896358
2.2266927,0.24980476,-1.0897998
2.2265105,0.24981974,-1.0897822
2.2263484,0.24975578,-1.0897729
2.2261562,0.24966937,-1.0897629
2.2260158,0.24959381,-1.0897566
2.2262688,0.24775662,-1.0899322
2.2260504,0.24768165,-1.0899189
2.2258048,0.24770722,-1.0898947
2.2272925,0.24809209,-1.0899961
2.2270656,0.24810852,-1.0899744
2.227579,0.24630576,-1.0901706
2.2276435,0.24635664,-1.090172
2.2277143,0.24635261,-1.0901787
2.2277822,0.2463122,-1.0901883
2.2278693,0.24625689,-1.0902007
2.2279289,0.24627201,-1.0902047
2.2279656,0.24629165,-1.0902064
2.228078,0.24624965,-1.09022
2.2285352,0.24449569,-1.090407
2.2286592,0.24436124,-1.0904293
2.22908,0.24228457,-1.0906398
2.2311072,0.23825662,-1.0911571
2.2312737,0.23839259,-1.0911608
2.2300673,0.24014197,-1.0909069
2.2319217,0.24071494,-1.0910256
2.23203,0.24083903,-1.0910249
2.233263,0.2392971,-1.091264
2.23211,0.24092844,-1.0910246
2.232531,0.23920736,-1.0912057
2.2327018,0.23915023,-1.0912259
2.232902,0.23909971,-1.091248
2.2330575,0.23917028,-1.0912561
2.2340267,0.23937279,-1.0913262
2.2341142,0.23941925,-1.09133
2.2363367,0.23804212,-1.0916443
2.2364137,0.23804033,-1.0916512
2.2365146,0.2380822,-1.0916569
2.2365773,0.23813935,-1.0916576
2.2367287,0.2381434,-1.091671
2.2368064,0.23818535,-1.0916744
2.2369769,0.23815313,-1.0916924
2.2371192,0.23813039,-1.091707
2.2372577,0.23815228,-1.0917177
2.2378411,0.23640138,-1.0919157
2.2379827,0.23638202,-1.09193
2.2380686,0.23640974,-1.0919354
2.2390914,0.23655173,-1.0920155
2.2392313,0.2365224,-1.0920304
