r11,r21,r12,r22,tx,ty
1.00084,0.0019887,5.60377e-05,1.00017,23.3979,-0.974434
1.00084,0.00182346,7.35588e-05,1.00029,23.3339,-0.903814
1.00087,0.00209061,3.76988e-05,1.0004,23.3848,-0.787678
1.00089,0.00184245,5.07391e-06,1.00039,23.591,-0.661326
1.00089,0.00206018,2.12128e-05,1.00049,23.6512,-0.47173
1.00086,0.00210765,5.14126e-07,1.0003,23.5479,-0.165911
1.00092,0.00201428,6.77431e-05,1.00034,23.8861,-0.0276405
1.00092,0.001918,0.000163115,1.00036,23.671,0.0958717
1.00089,0.00187914,0.00017051,1.00017,23.7785,-0.831102
1.00083,0.00197324,9.41358e-05,1.00024,23.794,-0.910864
1.00067,0.0016945,0.000225972,0.999654,23.301,-2.24531
1.00055,0.00134802,0.000354539,0.999745,22.2891,-3.86284
1.00034,0.00160773,8.96369e-05,0.999138,21.2877,-5.5486
1.00016,0.00131612,0.000135367,0.999069,20.0386,-7.12626
1.00005,0.00146159,3.44903e-05,0.998727,19.1528,-8.51265
0.999826,0.00108597,6.14269e-05,0.998541,17.9724,-10.0599
0.999876,0.00121025,-3.21669e-05,0.998344,16.5059,-11.4716
1.00004,0.00154867,-0.000141006,0.998719,17.8361,-11.991
0.999974,0.00201025,-0.000576414,0.998776,18.8677,-10.6123
1.00003,0.00180018,-0.000536496,0.998846,19.4425,-9.53465
1.00028,0.00171638,-0.00033313,0.99919,19.9363,-8.93613
1.00075,0.00238432,-0.000188563,0.999669,22.4828,-8.12964
1.00126,0.000735891,0.000105416,1.00015,24.1226,-6.3493
1.00087,0.00124355,-0.000183247,1.00019,19.6212,-3.73461
1.00086,0.000907834,-0.000263785,1.00033,15.4632,-2.36848
1.00079,0.000845661,-0.000337028,1.00036,12.7349,-1.44089
1.00046,0.000502491,-0.000275621,1.00024,9.62911,-0.496642
0.999771,-0.000420636,5.96663e-05,0.999739,4.064,0.0552324
0.99936,-2.16176e-05,4.0803e-07,0.999514,0.302302,0.0946235
0.998829,0.000289525,-0.000268229,0.998883,-0.581622,0.151851
0.998227,3.73298e-05,-5.91276e-05,0.998384,-1.26724,0.346727
0.998008,0.000231145,-0.000145055,0.998035,-1.16434,0.362933
0.998186,0.000107717,-0.000184522,0.998247,-0.967901,0.545701
0.998372,9.71671e-05,-0.000117568,0.998462,-1.0512,0.552734
0.998576,8.08156e-05,-6.60703e-05,0.998626,-1.03251,0.515694
0.999002,0.00011707,-9.46678e-05,0.99898,-1.1465,0.45498
0.999448,0.000156704,-8.71464e-05,0.999438,-1.27788,0.401159
0.999782,-3.61088e-05,-0.000101058,0.999796,-1.24946,0.568327
1.00005,0.000135419,2.06998e-06,1.00006,-1.02121,0.24345
1.00013,-0.000134584,3.36888e-05,1.00012,-1.36156,0.119875
1.00045,0.000286473,0.000218062,1.00028,0.543427,-0.0467897
1.00056,0.000208649,0.000335266,1.00042,4.47265,-0.28675
1.0007,0.000215945,0.000299879,1.00053,5.98161,-0.132158
1.00108,0.000518896,0.000386645,1.00101,7.81606,-0.180291
1.0012,0.000484304,0.00041341,1.00109,9.11606,-0.116916
1.00136,0.000842415,0.000270835,1.00105,13.1443,-0.00441986
1.00119,0.000672256,1.89593e-06,1.00096,11.1384,0.821313
1.00081,0.000124135,2.05401e-05,1.0008,5.40859,0.6356
1.00059,0.000754596,-6.54055e-05,1.00068,5.49084,0.568238
1.00021,0.00103679,-0.000158953,1.00018,6.65197,0.106344
1.00029,0.000912875,0.000126197,1.00016,10.1819,0.343062
1.00047,0.000504901,-7.28255e-05,1.00028,9.71608,0.891881
1.00058,0.000818192,-0.000360573,1.00056,7.21204,1.12671
1.00048,0.000614862,-0.000442067,1.00043,5.10448,0.967906
0.999992,0.000358112,-0.000308842,0.999983,2.5621,1.02135
0.999696,0.000218652,-0.000454588,0.999677,0.155265,0.77056
0.999249,0.000578529,-0.000467567,0.99935,-0.598098,0.643554
0.999158,0.000670787,-0.000447594,0.999214,-0.780663,0.496895
0.999158,0.000296862,-0.000468701,0.999234,-0.721639,0.425202
0.999181,0.000464114,-0.000396903,0.999172,-0.685677,0.406179
0.999211,0.000398734,-0.000438819,0.999187,-1.01012,0.661046
0.999509,0.000377605,-0.000394102,0.999499,-0.991842,0.529851
0.999902,0.000261459,-0.000330068,0.999909,-0.988411,0.503107
1.00014,0.000294916,-0.000215637,1.00014,-0.810565,0.226347
1.00015,0.00020499,-0.000274468,1.00021,-0.968371,0.175742
1.00013,0.000251911,-0.000166499,1.00015,-0.850395,0.101271
1.00019,0.000316364,-0.000159527,1.00019,-0.743287,0.125987
1.00028,0.000145726,-9.57462e-05,1.00015,-0.388395,0.118092
1.00022,0.00028299,-0.000165683,1.00022,-0.719901,0.116301
1.00033,0.000110497,-0.000112958,1.00029,-0.853244,0.111197
1.00043,2.81075e-05,-0.00012877,1.00048,-0.672878,0.257458
1.00041,0.000185853,-6.88391e-05,1.00023,-0.648605,0.100891
1.00054,0.00011187,-0.000128447,1.00048,-0.592982,-0.138585
1.0004,5.62564e-05,-2.27058e-05,1.00032,-0.779108,-0.0676592
1.00046,0.00021539,-0.00011316,1.00041,-0.542946,-0.02467
1.00043,4.74888e-05,-5.67736e-05,1.00036,-0.79907,0.0017416
1.0005,0.000127319,-9.53087e-05,1.00042,-0.530975,0.12517
1.00054,-2.14733e-05,-5.61516e-05,1.00045,-0.638201,0.0653076
1.00052,4.9857e-05,-9.77226e-06,1.00051,-0.549354,0.102239
1.0004,-0.000186139,5.4388e-05,1.00041,-0.478866,-0.0640226
1.00048,2.39679e-05,8.86562e-06,1.00042,-0.524811,-0.167568
1.00059,4.88926e-05,-2.78715e-07,1.0003,-0.569141,-0.00254284
1.00052,1.3016e-05,1.86875e-06,1.00055,-0.582178,-0.156925
1.00056,9.86119e-06,-2.5587e-05,1.0006,-0.317507,-0.227436
1.00048,-4.06673e-05,-3.26719e-05,1.00051,-0.266192,-0.205196
1.00035,0.000102062,-4.51303e-05,1.00036,-0.24538,-0.174202
1.00024,-0.000105358,-6.94874e-05,1.00015,-0.317056,-0.125527
1.00032,1.8886e-05,-8.93561e-06,1.00025,-0.635499,-0.147094
1.00028,1.16742e-06,4.81601e-05,1.00031,-0.582768,-0.170305
1.00029,-0.000170241,0.000103883,1.00028,-0.207512,-0.153203
1.00026,3.95111e-06,-2.73106e-05,1.00024,-0.191026,-0.127175
1.0002,-3.65644e-05,6.22914e-06,1.00015,-0.257741,-0.0313271
1.00004,-7.1873e-06,-9.73364e-06,1.00006,-0.122182,-0.0580239
0.999986,1.99101e-05,-3.73219e-05,1.00001,-0.0624713,-0.0445291
0.999989,6.52394e-05,-3.27113e-05,1.0,-0.016309,-0.00535625
0.99997,4.97477e-05,-7.09707e-05,0.99998,0.0311749,0.0582168
0.999953,2.98604e-05,-4.42812e-05,0.999946,0.0274296,-0.0162911
0.999889,9.77983e-05,-8.28892e-05,0.999901,0.00742677,-0.0483265
0.9998,0.000158892,-0.000151003,0.999805,0.153055,-0.0402306
0.999544,0.000144101,-0.000162643,0.999663,0.150399,0.0192662
0.99915,0.000276368,-0.000201963,0.999246,0.305829,0.173869
0.999169,-8.28978e-05,5.3271e-05,0.999146,1.30756,0.234774
0.999458,0.000260413,-0.000319397,0.9992,0.0097948,-0.183134
0.999374,0.000612067,-0.000863945,0.999254,-0.612865,-1.06641
0.999325,-4.73152e-05,-0.000264196,0.999038,-1.72477,-1.5208
0.999313,3.5105e-05,-0.000251033,0.999083,-2.30875,-2.15249
0.999483,-0.000224656,-0.000224391,0.999197,-2.8,-2.47635
0.999659,2.29727e-05,-0.00025282,0.999347,-3.0983,-3.12682
0.999623,-0.000100824,-0.000354061,0.999501,-3.59137,-3.34297
0.999616,-0.000216907,-0.000272292,0.999263,-4.1099,-3.72294
0.999651,0.000191552,-0.000462979,0.999306,-3.84817,-3.98821
0.99961,7.52999e-05,-0.000478647,0.999306,-4.3926,-4.09663
0.999605,-9.45354e-05,-0.000438766,0.999248,-4.39202,-4.81893
0.999639,-6.05223e-05,-0.000438272,0.999256,-4.73564,-5.07438
0.999641,-1.57026e-05,-0.000523247,0.999194,-4.95774,-5.00057
0.999585,-0.000166065,-0.000460401,0.999352,-5.31971,-4.90951
0.999545,0.000137047,-0.00078155,0.999156,-5.25382,-4.93868
0.999428,0.000338447,-0.000876971,0.999232,-5.1164,-4.67133
0.999317,-0.000338033,-0.000494079,0.999013,-5.36299,-3.80112
0.999383,-0.000567486,-0.000156705,0.999231,-6.45192,-2.94127
0.99967,-0.000660759,-0.000307629,0.999489,-7.27922,-1.988
0.999642,-0.000901684,-0.0003736,0.999283,-9.08429,-1.5534
0.99951,-0.000628869,-0.000388599,0.999433,-10.6668,-0.573084
0.999423,-0.000924088,-0.000400446,0.999543,-12.0922,0.309877
0.999549,-0.00162818,-0.000422645,0.999438,-14.5133,1.23866
1.00035,-0.000288539,2.86471e-05,1.00054,-18.4959,0.334513
1.00048,-0.000762437,0.000179334,1.00042,-8.3694,-0.0811504
0.99984,-0.000734628,0.000286599,0.999852,-4.4423,-0.104388
0.999762,-0.000228911,0.000209096,0.99972,-1.06217,0.100787
0.999738,-5.51277e-05,0.000128816,0.99974,-1.91227,0.208215
0.999719,0.000154137,0.000125617,0.999704,1.34968,0.711152
0.99961,-0.000222229,-0.000151326,0.999526,0.647339,0.848414
0.999605,-0.000166462,-0.000320253,0.999632,-1.58729,0.604101
0.999852,-0.00025088,-0.000357377,0.99982,-3.40256,0.637329
0.999697,-0.000538675,-0.000304874,0.999668,-5.46201,0.618201
0.999405,-0.000707014,-0.000260458,0.999428,-7.44407,0.847246
0.999471,-0.000702126,-0.000298893,0.999377,-9.15525,0.817004
0.999671,-0.00136965,0.000127877,0.999366,-13.4459,0.380712
0.999961,-0.00120251,0.000277101,0.999832,-14.5929,-1.45346
0.999976,-0.0012716,0.000239079,0.999543,-14.7494,-2.92955
1.00005,-0.00120759,0.000206017,0.999682,-14.9204,-4.16362
1.00005,-0.00225037,0.000827732,0.999529,-16.1071,-5.78764
1.00103,-8.58455e-05,0.000212854,1.00084,-13.8364,-5.99455
1.00078,-0.000598161,0.000325691,1.00041,-5.11873,-4.01119
0.999846,-0.000480337,0.00022457,0.999813,-3.18601,-2.61129
0.999624,-0.000449169,0.000234179,0.999624,-2.8154,-1.31581
0.999908,-0.00026763,0.000298044,0.99999,-2.67632,-1.07734
0.999914,-0.000677829,0.000566913,0.999989,-2.36905,-0.940992
0.999803,-0.000658012,0.000631784,1.00004,-1.99571,-0.375464
0.999645,-0.000461001,0.000468188,0.999728,-1.76521,-0.174685
0.999618,-0.000447269,0.000399896,0.999638,-1.85743,0.126621
0.999759,-0.000338938,0.000393422,0.999825,-1.88431,0.268485
1.00002,-0.000350647,0.000316794,1.00003,-1.85637,0.13305
1.00013,-0.00044468,0.000307217,1.00024,-1.72419,-0.0839934
0.99998,-0.000502577,0.000291019,1.00006,-1.75677,-0.0849717
0.99996,-0.000241806,0.000327826,0.999949,-1.62449,0.0888213
0.999986,-0.000272081,0.000161902,1.00003,-1.51867,0.047487
0.999996,-0.000543876,0.0002824,1.00001,-1.5567,0.104931
1.00004,-0.000421225,0.000363842,1.00013,-1.40599,-0.129832
1.00002,-0.000285705,0.000180765,1.00004,-1.31169,-0.182891
1.00008,-0.000340411,0.000183586,1.00012,-1.46061,-0.172897
1.00013,-0.000103684,0.000264502,1.00019,-1.09478,-0.220977
1.00012,-0.00037389,0.000272276,1.00012,-1.06621,-0.202748
1.00003,-0.000142277,0.000120642,1.00011,-1.09604,-0.268677
1.00011,-0.000161052,0.000186774,1.00018,-1.02061,-0.196916
1.00021,-0.000170001,0.000136402,1.00021,-0.675718,-0.179004
1.00011,0.000132894,6.4452e-05,0.999956,1.59949,-0.123349
0.999928,-8.0711e-05,-0.000106695,0.999614,0.945457,-1.2412
1.00002,-0.000118713,-0.000310388,0.999606,-0.545526,-2.53398
0.99985,-8.15447e-05,-0.000345207,0.999394,-1.83251,-3.68593
0.999544,-0.000169201,-0.00026961,0.999096,-2.98708,-4.43305
0.999445,-3.16081e-05,-0.000525913,0.998935,-4.0145,-5.28176
0.999688,0.000118902,-0.00071548,0.999063,-4.14598,-6.20561
0.999817,-0.000240239,-0.000473508,0.999181,-5.01937,-5.95952
0.999838,-0.000733324,-0.000445947,0.999432,-6.30378,-5.56369
0.9999,-0.000725634,-0.000261319,0.99946,-7.60585,-5.1679
0.999974,-0.000442639,-0.000403065,0.999609,-9.04431,-4.79301
1.00014,-0.000677358,-0.000517181,0.999712,-10.5319,-4.23484
1.00048,-0.00119143,-0.000171699,1.00017,-16.876,-4.16194
1.00153,0.000156895,-5.43588e-05,1.00138,-7.94243,-3.16772
1.00078,-0.000710243,0.000281912,1.00057,-4.21118,-2.35456
1.00038,-0.000577114,0.000209574,1.00029,-3.75646,-1.96841
1.0004,-0.000349042,0.00028483,1.00059,-4.0962,-1.27829
1.00036,-0.000696251,0.000492281,1.00056,-3.72617,-0.781545
1.00013,-0.000585129,0.000495425,1.00021,-3.2504,-0.682912
0.999783,-0.000391025,0.000390528,0.999932,-2.3485,-0.463068
0.999265,-0.000378279,0.000292163,0.999346,-2.0829,-0.418715
0.998972,-0.000390104,0.000286324,0.999251,-2.03275,-0.0531967
0.999045,-0.000378251,0.000321039,0.999089,-1.95242,-0.0560255
0.999119,-0.00018813,0.000206212,0.999346,-1.84561,0.241556
0.999357,-0.00037156,0.000214997,0.999458,-1.80441,0.100002
0.999398,-0.000268209,0.000218698,0.999528,-1.50911,-0.0610886
0.999469,-0.000303954,0.000157172,0.999579,-1.28368,-0.0519454
0.999535,-0.000197942,0.000191874,0.999616,-1.20286,0.157044
0.999653,-0.000230461,9.38934e-05,0.999776,-1.35898,0.112815
0.999831,-0.000143237,8.30576e-05,0.999849,-1.19108,0.0825038
0.999981,-5.83078e-05,0.000120039,0.999954,-0.998489,0.0812895
1.00005,-0.000130635,0.000115581,1.00002,-0.891925,0.0849041
1.00012,-9.7731e-05,9.85711e-05,1.00011,-0.721506,-0.0229681
1.00013,-0.000192818,0.000107017,1.00014,-0.753324,-0.121567
1.00014,-3.00166e-05,7.83356e-05,1.00014,-0.770083,-0.063604
1.0002,-0.000154038,7.57352e-05,1.0002,-0.286762,-0.149008
1.00021,9.71791e-05,1.59336e-05,1.00013,-0.434988,-0.0632804
1.00023,-0.000144544,-3.39574e-06,1.00025,-0.549047,-0.121718
1.00019,-8.27499e-05,6.59881e-05,1.00019,-0.315555,-0.202645
1.00016,6.77832e-05,-2.62714e-06,1.00012,-0.20462,-0.0673871
1.00014,-0.000260043,2.57663e-05,1.00008,-0.247749,-0.0583839
1.00035,0.000313049,-0.000207926,1.00051,-0.662232,0.230456
1.00036,0.000254146,-4.76277e-05,1.0009,0.0343311,2.52921
1.00044,0.000305719,-6.88917e-06,1.00094,0.846633,4.25051
1.00042,0.000282935,5.94472e-05,1.00093,1.93882,5.76715
1.00065,0.000560048,0.0001215,1.00125,3.79164,7.3314
1.00058,0.000263862,-0.000100535,1.00084,4.07291,5.95656
1.00011,0.000776891,-0.000727421,1.00005,3.22877,3.80168
0.99958,0.000714185,-0.000685003,0.999538,2.10724,2.25386
0.998954,0.000595751,-0.000594977,0.998958,1.08596,1.45672
0.998595,0.000408616,-0.000429582,0.998647,0.362697,0.966302
0.998437,0.000217716,-0.000283445,0.998487,-0.276633,0.736844
0.998435,0.000109428,-0.000180501,0.998601,-0.630654,0.556686
0.99852,0.000397825,-0.00030055,0.998571,-0.683838,0.412319
0.998688,3.45136e-05,-0.000140813,0.998667,-1.31166,0.583414
0.999304,0.000111308,-9.05262e-05,0.9994,-0.789353,0.2237
0.999916,0.000100938,-0.000204339,0.999852,-0.976302,0.286769
1.00026,0.000326828,-0.000195037,1.0002,-0.90554,0.229982
1.00043,0.00027195,-0.000194078,1.00037,-0.519998,0.0985015
1.00042,0.000338927,-0.000159426,1.00037,-0.248964,0.0168736
1.00059,0.000420425,-0.000299576,1.00054,0.342309,-0.0518404
1.00062,0.000530433,-0.000356872,1.00052,0.641364,-0.104838
1.00065,0.000353194,-0.000323757,1.00054,0.622532,-0.187293
1.00078,0.000401578,-0.000318172,1.00071,0.664296,-0.0879313
1.00083,0.000231603,-0.00028306,1.00082,0.497093,-0.307831
1.00084,0.00022115,-0.000175918,1.00072,0.370465,-0.118062
1.00065,6.44563e-05,-0.000138688,1.00079,0.04309,-0.291569
1.00057,0.000300082,-0.000274594,1.00049,0.531745,-0.250032
1.00048,0.000120726,-0.000283421,1.00048,0.30177,-0.422422
1.00041,0.000324478,-0.000209873,1.00047,0.0468692,-0.229392
1.00066,-8.25268e-05,-0.000110716,1.0006,-0.358298,-0.343491
1.0006,-1.85176e-05,2.4921e-05,1.00059,-0.532811,-0.284994
1.00054,-0.000152889,6.85408e-05,1.00056,-0.582635,-0.19891
1.00041,-0.000118973,6.38527e-05,1.0005,-0.961681,-0.267779
1.00047,-0.000218219,0.000108184,1.00043,-0.764673,-0.213524
1.00044,-0.000110521,8.7042e-05,1.00029,-0.741662,-0.0980141
1.00029,-0.000169707,0.0001342,1.00041,-0.884684,-0.164536
1.00036,-4.36239e-05,2.85007e-05,1.00036,-0.745781,-0.260617
1.00034,-2.30125e-05,8.15396e-05,1.00046,-0.500276,-0.261497
1.00024,-0.000219377,5.79577e-05,1.0002,-0.460882,-0.186744
1.00013,3.93175e-05,-8.00568e-05,1.00015,-0.656158,-0.268724
1.00004,-0.00019183,0.000101711,1.00008,-0.643117,-0.195432
0.999978,-6.47153e-05,2.04793e-05,1.0,-0.498601,-0.0811224
0.999899,-5.15829e-05,4.88481e-06,0.999912,-0.462814,-0.17445
0.99994,0.000111031,-9.15077e-05,0.999956,-0.313343,-0.211563
0.999942,-2.60944e-05,3.88953e-05,0.999981,-0.274228,-0.167416
0.999914,-2.02521e-05,6.19966e-06,0.999946,-0.0392621,-0.085475
0.999729,-0.000137518,1.30788e-06,0.999895,-0.38725,-0.0026256
0.999824,-1.34972e-05,-1.21955e-05,0.999904,-0.52652,-0.0149298
0.999856,3.6063e-05,-3.07283e-05,0.999912,-0.688118,-0.00165368
0.999995,2.68361e-05,-1.53592e-05,0.999969,-0.522568,0.044698
0.999946,0.000122749,9.65872e-06,0.999972,-0.30362,0.0358401
0.999951,-9.89805e-05,-4.92748e-05,1.00002,-0.169099,0.0442555
0.999831,0.000392668,-0.000133384,0.999839,0.194385,0.187451
0.999766,-2.68888e-05,-0.000113995,0.999688,0.0654888,0.182401
0.999708,0.00039613,-0.000513799,0.9999,0.164174,0.750618
0.999952,0.000648825,-0.000308763,1.00028,0.61388,3.05401
1.00026,0.000856735,-0.000722751,1.00098,0.55985,4.92347
1.00039,0.000852168,-0.000565081,1.00098,0.591004,6.70552
1.00059,0.000523981,-0.000402322,1.00145,0.700749,8.46905
1.00087,0.000418866,-0.000271777,1.00175,0.357882,9.97353
1.00087,0.000136087,-6.25552e-05,1.00184,0.340842,11.2485
1.0007,0.000370065,-0.00017011,1.0018,0.728646,11.1517
1.00005,-0.000434388,0.000569926,1.00083,-0.628445,12.3731
0.999882,-0.000713515,0.000873287,1.00062,-0.29448,9.10785
0.999509,-0.00041331,0.000563396,0.999768,0.100477,6.57141
0.998879,1.94239e-05,6.39022e-05,0.998997,0.674024,4.51045
0.99862,-5.8039e-05,-3.35018e-05,0.998588,0.418893,2.70299
0.998519,0.000194872,9.50492e-06,0.998537,0.199691,1.60796
0.99858,0.00019668,-0.000261746,0.998615,0.555721,0.88915
0.998543,-6.19249e-05,2.84347e-05,0.998648,0.00508415,0.631058
0.998695,-0.00010215,1.93736e-05,0.998714,-0.193971,0.69708
0.998682,-0.000246526,0.000224075,0.998888,-0.62167,0.371538
0.999267,-0.00016319,0.000160022,0.99913,-0.605718,0.502683
0.999794,-1.39868e-05,0.000126646,0.999833,-0.445194,0.208143
1.0005,-9.25345e-06,1.78668e-06,1.00031,-0.48844,-0.0524946
1.00089,6.02616e-05,6.02432e-05,1.00079,-0.399264,-0.0611807
1.00118,1.59481e-06,-1.93574e-05,1.00119,-0.377499,-0.193073
1.00142,0.000102574,-1.47306e-05,1.00143,-0.512377,-0.240401
1.00152,9.01236e-05,-3.97043e-05,1.00145,-0.40488,-0.19884
1.0016,3.12712e-05,-2.41189e-06,1.00158,-0.306131,-0.388084
1.0016,-4.51545e-05,7.01387e-05,1.00156,-0.259269,-0.224879
1.0016,0.000165534,-7.56256e-05,1.00157,-0.124182,-0.34382
1.00157,0.000140663,-0.000193754,1.00163,-0.0691798,-0.315554
1.0015,4.50436e-05,-5.88203e-05,1.00136,-0.0778414,-0.170815
1.00133,0.000156859,1.26683e-06,1.00135,-0.190845,0.00821277
1.0011,-2.00558e-05,-1.22125e-05,1.00102,-0.292866,-0.000835287
1.00093,-5.77478e-05,3.41718e-07,1.00093,-0.052318,-0.179731
1.00076,9.60773e-05,-2.77987e-05,1.0006,0.0824291,-0.0864983
1.00061,0.000167905,-9.48485e-05,1.00054,0.101776,-0.0789045
1.00035,-9.67652e-07,-3.91305e-07,1.00042,0.143131,0.0761598
1.00023,5.94863e-05,-8.05245e-05,1.00018,-0.114129,0.0683527
1.00012,8.12128e-05,-4.46009e-05,1.00013,0.00532396,0.0699133
1.00006,-2.63614e-06,-2.854e-05,1.00012,-0.0164981,0.107368
1.00001,0.000138251,-0.000117611,0.999974,0.0728334,0.133697
0.999935,7.01896e-05,-0.000111291,0.999878,0.0503015,0.114568
0.999799,8.52811e-05,-0.000111048,0.999763,0.0891684,0.313095
0.999667,0.000162465,-0.000206912,0.999558,0.164656,0.447871
0.999584,0.000141393,-0.000124356,0.99947,0.0231052,0.448003
0.999512,4.65989e-05,-7.52066e-06,0.999634,0.0170303,0.132996
0.999695,4.05622e-05,-7.72903e-05,0.999569,0.0799025,0.226166
0.999771,0.000211237,-0.000206092,0.999754,0.253739,0.221057
0.999779,0.000194725,-9.27188e-05,0.99984,0.192888,0.0790533
0.999527,0.000223316,-0.000158266,0.999671,0.312045,0.00733464
0.999503,8.31699e-05,-0.000174321,0.999464,0.165928,-0.0983358
0.999589,4.80018e-05,-9.39159e-05,0.999679,0.0845472,0.00236914
0.999446,0.000311447,-0.000228112,0.999417,0.0298302,0.114249
0.999417,0.000145437,-0.000175168,0.999503,0.321648,0.101789
0.999534,0.000286739,-0.00023573,0.999574,0.255429,0.0594584
0.999626,0.000143905,-0.000235312,0.999564,0.130258,0.211858
0.999629,0.000166803,-0.000149883,0.999702,0.0603627,0.0368513
0.999792,0.000116466,-7.78883e-05,0.999778,0.0190707,-0.00631777
0.999795,1.94409e-05,-8.26521e-05,0.999855,0.102345,-0.0442192
0.999846,7.96654e-05,-8.13198e-05,0.999878,-0.0851062,0.0679879
0.999919,0.000122086,-7.01109e-05,0.999948,-0.498467,0.0174993
1.00004,-0.000188774,6.59242e-05,0.999945,-0.579345,-0.119569
1.00016,4.48025e-05,-0.000111696,1.00033,-0.136232,-0.561429
1.00031,9.26765e-05,-8.0196e-05,1.00028,-0.0242072,-0.65629
1.00026,8.16262e-05,-9.34016e-05,1.00036,-0.0816863,-0.351074
1.00019,5.23052e-05,-0.000137293,1.00011,0.0952346,-0.419938
1.00016,8.3083e-05,-0.000171172,1.0002,-0.218444,-0.434908
1.00006,5.19523e-05,-9.22597e-05,1.00014,-0.0347793,-0.367896
1.00016,0.000131525,-0.0001916,1.00019,0.0161282,-0.322983
1.00013,0.000127518,-0.000247836,1.00019,-0.0235746,-0.203909
1.00006,0.000212239,-0.000106557,1.00002,0.0930404,-0.0642575
0.99983,0.000111359,-0.000100675,0.999858,0.122921,0.0129987
0.999944,0.000287535,-6.40605e-05,0.999979,0.142656,0.119559
1.00007,8.45332e-05,-8.90142e-05,1.00003,0.18958,0.0441067
1.00004,0.000100699,-0.000124576,1.00003,0.160184,0.0606625
0.999831,-3.10825e-05,-5.71192e-05,0.99992,-0.0725893,-0.0214897
0.999759,4.9154e-05,-6.49973e-05,0.999889,-0.357262,0.0144159
0.999832,0.000215133,-9.29789e-05,0.999799,-0.315786,0.0978027
1.00009,5.04634e-05,-6.73199e-05,1.00006,-0.312502,-0.0436142
1.00023,4.04834e-05,-5.88908e-05,1.00022,0.0304111,0.0425434
1.00028,0.0001746,-0.000188339,1.00028,-0.177317,0.123353
1.00007,3.54153e-05,-8.95965e-05,1.0001,-0.195658,0.143796
1.00024,0.000136399,-3.00602e-06,1.00013,-0.0625913,0.0622814
1.00038,8.08514e-05,-2.48223e-05,1.00029,0.0615485,-0.0225413
1.00044,4.31752e-06,-6.55306e-05,1.00057,-0.0999758,-0.21476
1.00039,6.56306e-05,-4.23439e-05,1.00034,-0.210501,-0.140108
1.0002,5.59459e-05,-3.03565e-05,1.00021,-0.0116097,-0.0997687
1.00008,5.64429e-05,-6.69069e-05,1.00008,-0.156192,0.00653924
0.999938,-3.87494e-05,1.25693e-06,0.99997,-0.178939,0.0109632
0.999936,5.81713e-05,-3.66487e-05,0.999942,-0.0310864,-0.00503847
0.999896,8.05136e-05,-9.26484e-05,0.99989,-0.0363795,0.0458381
0.999901,8.74753e-05,-0.000160774,0.999887,0.0401413,0.126688
0.99986,0.00014767,-9.60232e-05,0.999929,-0.0886648,0.0618634
0.999954,9.83865e-05,-0.000156677,0.999932,-0.0649263,-0.0734241
0.99983,5.36378e-05,-6.50666e-05,0.999914,-0.156047,0.0855017
0.999868,8.10426e-05,-4.71798e-05,0.999859,0.0022993,0.0846161
0.999835,6.837e-05,-5.84544e-05,0.999854,0.0903462,-0.0235616
0.999719,0.000239078,-0.000215291,0.999718,0.173643,-0.0532688
0.999679,0.000228068,-0.000281763,0.999649,0.166491,-0.182614
0.999614,0.00015436,-0.000136879,0.999695,0.152251,-0.0232662
0.999526,0.000167915,-0.000185306,0.999518,-0.0390103,0.212956
0.999614,4.88952e-05,-9.56526e-05,0.999616,0.017059,0.10917
0.999748,9.52297e-05,-0.000131397,0.999678,0.0766673,0.169599
0.999743,0.000155754,-0.000128094,0.999757,-0.0138882,0.115882
0.999741,0.000125352,-0.000144966,0.999753,0.159986,0.185459
0.999958,0.00019074,-0.000267743,0.99993,0.118061,0.328353
0.999944,0.000262578,-9.40061e-05,0.999986,0.207042,0.0983649
0.999967,0.000170166,-0.000156514,0.999982,0.060921,0.110583
0.999936,0.000239224,-0.000153697,0.999916,0.208103,0.0838714
0.999925,0.000122522,-7.92575e-05,0.999927,0.131861,0.00498991
0.999936,4.44149e-05,-9.23307e-05,0.99997,0.082359,0.0219353
0.999995,0.000193452,-0.000177595,1.0,0.00793856,0.0410917
0.99999,0.000106803,-0.000133531,0.999966,0.00997531,0.00883481
0.999981,0.000209749,-0.000194003,0.999991,0.0476784,-0.0475794
0.999978,0.000129493,-0.000194808,0.999981,0.051769,-0.0978063
0.999939,9.79611e-05,-0.00010423,0.99994,0.0117069,0.00490952
0.999839,0.000127209,-0.000113564,0.999892,0.148111,-0.0522423
0.999943,0.00023566,-0.000161339,0.99991,0.11149,0.061991
0.999918,6.19042e-05,-0.000141941,0.999896,-0.0398974,0.0860262
0.999962,0.000149385,-0.000115987,1.00001,0.0540676,0.0832212
1.00004,0.000225727,-0.000159729,1.00002,0.340132,0.261627
