scorer,movement,movement,movement,movement,movement,movement
individuals,individual_0,individual_0,individual_0,individual_0,individual_0,individual_0
bodyparts,H,H,H,T,T,T
coords,x,y,likelihood,x,y,likelihood
78,1124.508056640625,580.89501953125,0.990703821182251,1108.833740234375,572.3941650390625,0.9830901026725769
79,1124.5283203125,580.8921508789062,0.992315411567688,1108.809326171875,572.4321899414062,0.9855572581291199
80,1124.591552734375,580.894775390625,0.9931555986404419,1108.765869140625,572.4688110351562,0.9861118197441101
81,1124.599853515625,580.925048828125,0.9898217916488647,1108.7064208984375,572.40625,0.9846010804176331
82,1128.125,580.9629516601562,0.987723171710968,1112.20068359375,572.0928955078125,0.9752216339111328
83,1128.09130859375,580.9798583984375,0.987944483757019,1112.2154541015625,572.0323486328125,0.9710023999214172
84,1128.1776123046875,580.9815673828125,0.9865158200263977,1112.3157958984375,572.036865234375,0.9708278179168701
85,,,,,,
86,,,0.9894788265228271,,,0.9883595705032349
87,1124.7847900390625,580.8360595703125,0.9922831058502197,1108.7862548828125,572.3641967773438,0.9885830283164978
88,1124.7515869140625,580.8150634765625,0.9913706183433533,1108.7637939453125,572.337646484375,0.989404022693634
89,1124.750732421875,580.8038330078125,0.9910722970962524,1108.7550048828125,572.3041381835938,0.9887659549713135
90,1124.697998046875,580.8536376953125,0.9898896813392639,1108.71337890625,572.2955322265625,0.9909676909446716
91,1124.6966552734375,580.894287109375,0.9876680374145508,1108.7041015625,572.2583618164062,0.9885207414627075
92,1124.7147216796875,580.8827514648438,0.9872657060623169,1108.7037353515625,572.2327880859375,0.9865064024925232
93,1124.7266845703125,580.8663940429688,0.9856740236282349,1108.6754150390625,572.22607421875,0.9821975827217102
94,1124.6458740234375,580.7744140625,0.9841312170028687,1108.616455078125,572.119140625,0.981155276298523
95,1124.69384765625,580.732666015625,0.9816492199897766,1108.609375,572.0951538085938,0.9793473482131958
96,1124.647705078125,580.6798706054688,0.9814068078994751,1108.59375,572.0240478515625,0.9765512347221375
97,1124.6553955078125,580.6549072265625,0.9789806604385376,1108.594482421875,571.9658813476562,0.9742361903190613
98,1124.6396484375,580.5537719726562,0.9793051481246948,1108.58544921875,571.8688354492188,0.9748086333274841
99,1124.6512451171875,580.470947265625,0.9785901308059692,1108.5767822265625,571.807373046875,0.9764173626899719
100,1124.691162109375,580.4122924804688,0.9780213236808777,1108.568115234375,571.7637329101562,0.9781163930892944
101,1124.6826171875,580.3544921875,0.978195071220398,1108.548583984375,571.7050170898438,0.9770926237106323
102,1124.714111328125,580.3661499023438,0.9794291257858276,1108.5728759765625,571.7164306640625,0.9771558046340942
103,1124.794189453125,580.3555908203125,0.9792541265487671,1108.652099609375,571.7189331054688,0.9799479246139526
104,1124.805908203125,580.2860717773438,0.9830729961395264,1108.6778564453125,571.6484985351562,0.9819554090499878
105,1124.8388671875,580.2476806640625,0.9816668033599854,1108.7430419921875,571.54443359375,0.9794661402702332
106,1124.8812255859375,580.3096313476562,0.9804348945617676,1108.794921875,571.5969848632812,0.9746317267417908
107,1124.9024658203125,580.3641967773438,0.9817951917648315,1108.8621826171875,571.63525390625,0.9732896685600281
108,1124.9232177734375,580.4369506835938,0.9797093272209167,1108.922119140625,571.61181640625,0.9702610373497009
109,1124.9755859375,580.4808349609375,0.9814134240150452,1108.9556884765625,571.6181640625,0.9679452180862427
110,1125.0174560546875,580.4893188476562,0.9824655652046204,1108.998291015625,571.62060546875,0.9692656397819519
111,1125.0556640625,580.4734497070312,0.9818807244300842,1109.0335693359375,571.5811157226562,0.9638395309448242
112,,,,,,
113,,,,,,
114,,,0.9920340776443481,,,0.9714480042457581
115,1128.41650390625,580.1234130859375,0.9921241998672485,1112.404296875,571.4655151367188,0.9711621999740601
116,1128.4266357421875,580.118896484375,0.9913462996482849,1112.4278564453125,571.4384155273438,0.9711571931838989
117,1132.013916015625,577.1135864257812,0.9892227053642273,1116.1695556640625,568.2310180664062,0.9795363545417786
118,1132.0589599609375,577.0574340820312,0.9897043704986572,1116.1732177734375,568.2796020507812,0.9875117540359497
119,1132.162353515625,577.0084838867188,0.9898766875267029,1116.2484130859375,568.3154296875,0.9873566031455994
120,1135.787353515625,576.54296875,1.009369134902954,1119.5772705078125,568.4183959960938,0.989592969417572
121,1128.55615234375,580.0576782226562,0.9875057935714722,1112.47607421875,571.48486328125,0.97802734375
122,1128.5404052734375,580.0416259765625,0.9871766567230225,1112.475830078125,571.4830932617188,0.9780603051185608
123,1128.5743408203125,580.0704956054688,0.9868073463439941,1112.5330810546875,571.4934692382812,0.9788870215415955
124,1135.7987060546875,576.3561401367188,1.0055996179580688,1119.6346435546875,568.5421752929688,0.9760482311248779
125,1135.8408203125,576.1929931640625,1.0010088682174683,1119.6260986328125,568.530517578125,0.9704903960227966
126,1135.9359130859375,576.05322265625,0.995397686958313,1119.627197265625,568.5130004882812,0.9711193442344666
127,1135.9921875,575.9603271484375,0.986143171787262,1119.595703125,568.5332641601562,0.9641663432121277
128,1135.9871826171875,575.8600463867188,0.9828600883483887,1119.6119384765625,568.5621948242188,0.9544119238853455
129,1136.075439453125,572.9598999023438,0.9816421866416931,1119.614990234375,568.6432495117188,0.9520236849784851
130,1136.09814453125,572.8215942382812,0.9849444627761841,1119.6602783203125,568.7274780273438,0.9450355768203735
131,1135.9493408203125,572.6832885742188,0.9829307794570923,1119.6397705078125,568.787841796875,0.9294558167457581
132,1135.63916015625,572.578369140625,0.9071904420852661,,,0.8637561798095703
133,,,0.8970509767532349,,,0.8556804656982422
134,,,0.9091688990592957,,,0.872255802154541
135,,,0.8116527795791626,,,0.7431856393814087
136,,,0.9397719502449036,,,0.968993067741394
137,1128.865966796875,576.3023071289062,0.9489108324050903,1112.6650390625,569.0963745117188,0.961463987827301
138,1128.850830078125,573.3060913085938,0.9476243853569031,1112.6533203125,569.1792602539062,0.9473224878311157
139,1128.9329833984375,573.1780395507812,0.9492577910423279,1112.6070556640625,569.3191528320312,0.9370365738868713
140,1128.7373046875,579.3934936523438,0.956379771232605,1112.0760498046875,571.9970703125,0.9527854323387146
141,1129.080078125,572.9074096679688,0.943555474281311,1112.43798828125,572.4672241210938,0.9417755007743835
142,1129.21875,572.7328491210938,0.9400790333747864,1112.3843994140625,572.5904541015625,0.9402004480361938
143,1129.2828369140625,572.57373046875,0.9382155537605286,1109.4306640625,572.7139282226562,0.9491829872131348
144,1129.373291015625,572.4469604492188,0.9363757967948914,1109.4276123046875,572.853515625,0.9542263746261597
145,1129.361328125,572.2825317382812,0.9298251867294312,1109.3897705078125,572.92138671875,0.9561466574668884
146,1129.337158203125,569.2347412109375,0.9294766783714294,1109.3604736328125,572.979736328125,0.9557470083236694
147,1129.400146484375,569.1221313476562,0.9329296350479126,1109.4180908203125,573.0819702148438,0.955621063709259
148,1129.419677734375,569.03271484375,0.9386067986488342,1109.4368896484375,573.1539916992188,0.951187252998352
149,,,,,,
150,,,0.9450975060462952,,,0.9447038173675537
151,1129.3250732421875,568.78564453125,0.9456430077552795,1109.4793701171875,576.1220092773438,0.9496293067932129
152,1129.3616943359375,568.7661743164062,0.9453073740005493,1109.5416259765625,576.1906127929688,0.9501618146896362
153,1129.228515625,568.7428588867188,0.9461637139320374,1109.4547119140625,576.1887817382812,0.9553074240684509
154,1129.114013671875,568.7057495117188,0.9516789317131042,1109.4593505859375,576.2552490234375,0.954312801361084
155,1129.005615234375,568.6221923828125,0.9475573897361755,1112.2960205078125,576.279541015625,0.9619157910346985
156,1128.9495849609375,568.4365844726562,0.9502202272415161,1112.3760986328125,576.2999877929688,0.9691423773765564
157,1128.89453125,568.416015625,0.9507653117179871,1112.3580322265625,576.2828369140625,0.9706245064735413
158,1128.91357421875,568.3284301757812,0.9522203207015991,1112.4598388671875,576.2548828125,0.9697349071502686
159,1128.966796875,568.3026733398438,0.9544342756271362,1112.51904296875,576.2551879882812,0.971107006072998
160,1128.99658203125,568.2825317382812,0.9562159776687622,1112.5823974609375,576.2807006835938,0.9696512222290039
161,1129.0191650390625,568.2149658203125,0.9497250318527222,1112.6563720703125,576.3314208984375,0.9702246785163879
162,1129.0048828125,568.2052001953125,0.9460623860359192,1112.6768798828125,576.3696899414062,0.971926212310791
163,1128.9761962890625,568.1253051757812,0.9501238465309143,1112.715576171875,576.3961181640625,0.9727864265441895
164,1128.9317626953125,568.0586547851562,0.9543783664703369,1112.7445068359375,576.4373168945312,0.9731032848358154
165,1128.926025390625,568.0283813476562,0.9525534510612488,1112.795166015625,576.5120239257812,0.9718042612075806
166,1128.922607421875,568.050537109375,0.953093945980072,1112.861083984375,576.61181640625,0.9695355296134949
167,1128.889404296875,567.9900512695312,0.9556137919425964,1112.9140625,576.6515502929688,0.9650974869728088
168,1128.8428955078125,565.1069946289062,0.9586051106452942,1112.9595947265625,576.7225952148438,0.957881510257721
169,1128.705078125,565.1356811523438,0.9676539301872253,1112.917236328125,576.8829345703125,0.9543911814689636
170,1128.59814453125,565.1090698242188,0.9680202603340149,1112.91552734375,577.007568359375,0.956009030342102
171,1128.5364990234375,565.189697265625,0.9617283940315247,1112.8450927734375,577.1917724609375,0.9549579620361328
172,1128.167724609375,568.5081176757812,0.9630658030509949,1112.5556640625,580.1180419921875,0.9812266230583191
173,,,,,,
174,,,0.9698455929756165,,,0.9735016822814941
175,1128.11669921875,568.3602294921875,0.9674844145774841,1112.70703125,580.2366943359375,0.9675950407981873
176,1128.1416015625,568.23779296875,0.9659853577613831,1112.8121337890625,580.22900390625,0.9636702537536621
177,,,,,,
178,,,0.9542643427848816,,,0.9578225016593933
179,1125.1243896484375,568.5589599609375,0.9660459756851196,1113.01318359375,580.755126953125,0.9533196687698364
180,1125.0430908203125,568.4871215820312,0.9646986126899719,1113.0093994140625,580.7672119140625,0.9506034255027771
181,1124.95361328125,568.4826049804688,0.9643310904502869,1113.0264892578125,580.8319702148438,0.9459541440010071
182,1124.8189697265625,568.586669921875,0.9682534337043762,1115.8619384765625,581.0542602539062,0.9460522532463074
183,,,,,,
184,,,0.9787529110908508,,,0.9631426930427551
185,1124.62939453125,568.48876953125,0.9832457304000854,1115.9765625,584.2686157226562,0.9698216915130615
186,1124.601318359375,568.5149536132812,0.9874389171600342,1115.9439697265625,584.3035278320312,0.9676637649536133
187,,,,,,
188,,,0.9831818342208862,,,0.9684562683105469
189,1124.4945068359375,568.4815063476562,0.9826842546463013,1116.1807861328125,584.3853759765625,0.9798874258995056
190,1124.50048828125,568.47998046875,0.9797701835632324,1116.26953125,584.4262084960938,0.9836539030075073
191,1124.614501953125,568.4180908203125,0.9800723195075989,1116.407470703125,584.3763427734375,0.9837686419487
192,1124.53515625,568.3291625976562,0.9753350019454956,1116.515625,584.3656616210938,0.9850977063179016
193,1124.544677734375,568.3311157226562,0.9670080542564392,1116.655517578125,584.4232788085938,0.9870495200157166
194,1124.459228515625,568.2791748046875,0.9752600789070129,1116.7454833984375,584.4724731445312,0.9907933473587036
195,1124.487548828125,568.2761840820312,0.9740157723426819,1116.8272705078125,584.4929809570312,0.9952205419540405
196,1124.4569091796875,568.2034912109375,0.9658904671669006,1116.9296875,584.4972534179688,0.993504524230957
197,1124.535400390625,568.2996215820312,0.9538918733596802,1117.01611328125,584.5875854492188,0.9875634908676147
198,1124.548095703125,568.2115478515625,0.9541309475898743,1117.1163330078125,584.5083618164062,0.9833122491836548
199,1127.619140625,568.270263671875,0.9614083170890808,1119.8031005859375,584.3804321289062,1.0017155408859253
200,,,,,,
201,,,0.9317047595977783,,,0.9890756011009216
202,,,0.8867005705833435,1120.0087890625,584.1876831054688,0.9792976379394531
203,,,0.8802851438522339,1119.9805908203125,584.1749877929688,0.973601222038269
204,,,0.8540183305740356,1120.1199951171875,584.055908203125,0.9735018014907837
205,,,0.8163912296295166,1120.1907958984375,584.0296630859375,0.9722388982772827
206,,,0.8821001648902893,1120.3206787109375,584.00439453125,0.9778873920440674
207,,,0.9328008890151978,1120.60302734375,583.91162109375,0.9880750775337219
208,,,,,,
209,,,,,,
210,,,0.9619446396827698,,,1.0030226707458496
211,1088.251708984375,572.91064453125,0.96799635887146,1072.3759765625,584.4772338867188,1.0006530284881592
212,,,,,,
213,,,0.9727705121040344,,,0.9907835721969604
214,1088.22509765625,580.0003051757812,0.937762439250946,1072.4031982421875,587.9846801757812,0.9802963733673096
215,1088.2435302734375,580.3563232421875,0.9531034231185913,1072.2265625,588.2860717773438,0.9758703112602234
216,1088.4942626953125,580.6723022460938,0.965416669845581,1072.1500244140625,588.3507690429688,0.9676492810249329
217,1088.5599365234375,580.854736328125,0.967522382736206,1072.049072265625,588.4860229492188,0.9622493982315063
218,1088.778564453125,584.474365234375,0.9322441220283508,1072.2559814453125,588.4601440429688,0.9462546110153198
219,1088.95166015625,584.7212524414062,0.9515859484672546,1072.2935791015625,588.7776489257812,0.9498076438903809
220,1088.84521484375,584.97705078125,0.9631536602973938,1072.2161865234375,589.0751953125,0.9506313800811768
221,1089.0269775390625,585.0464477539062,0.9729687571525574,1072.3580322265625,592.0464477539062,0.9538298845291138
222,1089.0743408203125,591.69775390625,0.9555965065956116,1072.53564453125,592.2562255859375,0.9603052735328674
223,1092.0621337890625,592.0208740234375,0.9874794483184814,1075.4091796875,592.6433715820312,0.9612231254577637
224,1089.0390625,589.256591796875,0.966234564781189,1072.5333251953125,593.061767578125,0.9679127335548401
225,1092.169921875,592.2824096679688,0.980292797088623,1072.528076171875,593.1464233398438,0.9673389792442322
226,,,,,,
227,,,0.9789009690284729,,,0.9601021409034729
228,1089.119140625,596.1591796875,0.9744886159896851,1069.583740234375,596.7715454101562,0.9675679802894592
229,1088.802490234375,599.5241088867188,0.9723441004753113,1072.642822265625,599.7164916992188,0.9691388607025146
230,1088.9210205078125,599.6193237304688,0.9824979901313782,1072.5965576171875,600.0175170898438,0.9676694869995117
231,1088.746337890625,599.9177856445312,0.9890020489692688,1072.3468017578125,600.4255981445312,0.9709392786026001
232,1088.7054443359375,600.1286010742188,0.9939901828765869,1072.2633056640625,600.6845703125,0.9662397503852844
233,1088.802490234375,600.4772338867188,1.0022464990615845,1072.298583984375,600.9092407226562,0.968333899974823
234,1088.6650390625,603.6510620117188,0.9707596898078918,1072.2320556640625,603.6527709960938,0.9574063420295715
235,1088.962890625,603.7304077148438,0.9690694212913513,1072.258544921875,604.0054931640625,0.9487936496734619
236,1088.9798583984375,603.90966796875,0.9666176438331604,1069.284912109375,604.3455200195312,0.9579163193702698
237,1088.9610595703125,604.1325073242188,0.9705626368522644,1069.1827392578125,604.7688598632812,0.9647620320320129
238,1088.874755859375,604.136474609375,0.971419632434845,1069.1669921875,605.0035400390625,0.96590656042099
239,1089.0074462890625,601.3713989257812,0.9693660140037537,1069.310546875,605.2255859375,0.9634103178977966
240,1088.810302734375,604.64501953125,0.9491462707519531,1069.111328125,608.3131713867188,0.9593599438667297
241,1088.7705078125,604.707275390625,0.960712194442749,1069.1578369140625,608.4408569335938,0.9606737494468689
242,1088.7813720703125,604.8687133789062,0.9707674980163574,1072.03466796875,608.9027709960938,0.9557380676269531
243,1088.660888671875,605.0731811523438,0.9693854451179504,1071.8837890625,609.2086181640625,0.958175539970398
244,1088.5965576171875,605.216064453125,0.9671326279640198,1068.912841796875,609.5811767578125,0.9486568570137024
245,1088.44970703125,608.3638305664062,0.9704974889755249,1071.7091064453125,612.5098876953125,0.9561768174171448
246,1088.3013916015625,608.4313354492188,0.971703827381134,1071.64990234375,612.8123779296875,0.9498543739318848
247,1088.2257080078125,608.4874877929688,0.9786044359207153,1071.5972900390625,615.8519897460938,0.9512552618980408
248,1088.1175537109375,608.5932006835938,0.9820447564125061,1071.5758056640625,616.1997680664062,0.9586453437805176
249,1087.983154296875,608.5711669921875,0.9827665686607361,1071.4051513671875,616.3313598632812,0.96910160779953
250,1084.975341796875,608.786376953125,0.9829617738723755,1068.611572265625,616.5460205078125,0.9715734720230103
251,1084.785400390625,608.8948974609375,0.9853681921958923,1068.4674072265625,616.858642578125,0.974198579788208
252,1084.650146484375,612.0979614257812,0.9857583045959473,1068.405029296875,619.6787719726562,0.9679192304611206
253,1084.4979248046875,612.15625,0.9855760335922241,1068.2237548828125,619.7433471679688,0.9673243165016174
254,1084.3624267578125,612.176513671875,0.9778284430503845,1068.12109375,619.8987426757812,0.9690541625022888
255,1084.315185546875,612.1536865234375,0.9738515019416809,1068.051513671875,619.9189453125,0.966188371181488
256,1084.1099853515625,611.9752197265625,0.9738267660140991,1067.8411865234375,619.9287719726562,0.9660675525665283
257,1080.8157958984375,612.1053466796875,0.992961585521698,1064.8853759765625,620.2197875976562,0.9882423281669617
258,1080.5587158203125,612.0208740234375,0.9926465749740601,1064.7509765625,620.3126831054688,0.9950025081634521
259,1080.46337890625,611.8541259765625,0.9796213507652283,1064.7669677734375,620.3444213867188,0.9924299716949463
260,1080.1492919921875,611.8709716796875,0.9708292484283447,1064.47998046875,620.4680786132812,0.9874963164329529
261,1080.1644287109375,611.8031005859375,0.963613748550415,1064.4324951171875,620.463623046875,0.986041784286499
262,1080.0892333984375,608.7970581054688,0.9589078426361084,1064.3436279296875,620.43701171875,0.9845442771911621
263,1080.0865478515625,608.6943969726562,0.9635554552078247,1064.29296875,620.3736572265625,0.9864540100097656
264,1079.9678955078125,608.7274169921875,0.9559328556060791,1064.1458740234375,620.3735961914062,0.9847275018692017
265,1079.7608642578125,608.6065063476562,0.9482682943344116,1064.01611328125,620.2229614257812,0.9792910814285278
266,1076.8167724609375,605.4520874023438,0.979144275188446,1061.161865234375,617.301025390625,0.9761760830879211
267,1076.600341796875,605.4589233398438,0.9785065650939941,1060.9241943359375,617.1939086914062,0.9816850423812866
268,1076.41015625,605.4547119140625,0.970207691192627,1060.6934814453125,617.1030883789062,0.9855247139930725
269,1076.3463134765625,608.2425537109375,0.9602563977241516,1060.54541015625,616.9423217773438,0.9862064719200134
270,1076.139404296875,605.4197387695312,0.9627417325973511,1060.220703125,616.9832153320312,0.990791916847229
271,1075.9500732421875,605.2078857421875,0.961134672164917,1060.021240234375,616.8174438476562,0.983557403087616
272,1075.786376953125,605.0520629882812,0.9587832093238831,1059.8846435546875,616.6393432617188,0.9828380346298218
273,1072.7642822265625,607.8142700195312,0.9709662795066833,1057.21337890625,616.4760131835938,0.987323522567749
274,1072.497314453125,604.8842163085938,0.9686585664749146,1056.9412841796875,616.4651489257812,0.9881998300552368
275,1072.3079833984375,604.7293701171875,0.9677971601486206,1056.749755859375,616.3780517578125,0.983148455619812
276,1072.1767578125,604.5669555664062,0.9700867533683777,1056.61083984375,616.2363891601562,0.9900148510932922
277,1071.8760986328125,604.5864868164062,0.9522705078125,1056.331787109375,616.1277465820312,0.9864205718040466
278,1071.846923828125,601.4232788085938,0.9661084413528442,1056.0697021484375,613.2398071289062,0.9781951904296875
279,1068.68798828125,601.46826171875,0.9751983880996704,1053.1767578125,613.1610107421875,0.9836917519569397
280,1068.511474609375,601.2649536132812,0.9752756357192993,1053.0010986328125,613.0122680664062,0.9838581085205078
281,1068.4068603515625,600.9098510742188,0.9617617130279541,1052.7298583984375,612.5219116210938,0.9797214865684509
282,1068.12255859375,600.889404296875,0.9564514756202698,1052.2965087890625,612.4457397460938,0.9891921877861023
283,1068.09619140625,603.6295776367188,0.9529029130935669,1052.1639404296875,612.1326904296875,0.987248957157135
284,1067.91064453125,603.496337890625,0.9491309523582458,1051.9737548828125,611.8880615234375,0.9878851771354675
285,1064.84716796875,600.4013061523438,0.9638815522193909,1049.0335693359375,609.0879516601562,0.979322075843811
286,,,,,,
287,,,0.9537362456321716,,,0.980641782283783
288,,,,,,
289,,,0.9644938111305237,,,0.984577476978302
290,1064.327880859375,599.7747192382812,0.9599003195762634,1048.2923583984375,607.8815307617188,0.9814357161521912
291,1064.170654296875,596.3496704101562,0.9680559039115906,1047.9222412109375,604.9185180664062,0.9905532002449036
292,1063.9461669921875,596.1436157226562,0.9558025002479553,1047.8643798828125,604.7516479492188,0.9805600047111511
293,1060.84912109375,596.0592041015625,0.9681980013847351,1045.0546875,604.5806884765625,0.9848703145980835
294,1060.57763671875,595.8206787109375,0.9625394940376282,1044.8006591796875,604.3539428710938,0.985009491443634
295,1060.6319580078125,589.6536254882812,0.9681960940361023,1044.7080078125,601.3142700195312,0.9797770977020264
296,,,,,,
