scorer,movement,movement,movement,movement,movement,movement
individuals,individual_0,individual_0,individual_0,individual_0,individual_0,individual_0
bodyparts,H,H,H,T,T,T
coords,x,y,likelihood,x,y,likelihood
1607,951.8788452148438,853.1099243164062,0.9751507639884949,944.0662841796875,836.6887817382812,0.9861780405044556
1608,945.22119140625,856.9363403320312,0.9731165170669556,941.3386840820312,840.1414794921875,0.943405270576477
1609,945.0877685546875,856.7890625,0.9524364471435547,940.7940063476562,840.08984375,0.9612937569618225
1610,947.8706665039062,856.8809814453125,0.9559730291366577,940.3019409179688,840.3228149414062,0.9677261114120483
1611,941.1693115234375,857.1624145507812,0.9836044907569885,940.530029296875,840.5682373046875,0.9708439707756042
1612,941.1563720703125,860.3595581054688,0.9723991751670837,940.3922729492188,840.5931396484375,0.9485607743263245
1613,940.8338012695312,860.6954345703125,0.9790681600570679,937.0630493164062,843.8685913085938,0.9432976841926575
1614,940.7830200195312,860.7450561523438,0.9730610847473145,936.7184448242188,843.9880981445312,0.9476539492607117
1615,940.5216064453125,860.5326538085938,0.9671040177345276,936.3447875976562,843.8275146484375,0.9584126472473145
1616,936.9503784179688,860.7482299804688,0.9812685251235962,936.670166015625,841.0299682617188,0.9731162786483765
1617,937.2103881835938,860.979248046875,0.9725414514541626,933.5076293945312,844.2269287109375,0.9521453380584717
1618,937.1316528320312,860.933837890625,0.9649015665054321,933.1026000976562,844.2178955078125,0.94951331615448
1619,936.9789428710938,860.7634887695312,0.9601682424545288,932.708984375,844.2365112304688,0.9566012620925903
1620,939.673828125,860.901611328125,0.9504863619804382,932.3495483398438,844.4296264648438,0.9665315747261047
1621,939.577392578125,861.0726318359375,0.9589760303497314,932.2301025390625,844.649658203125,0.9697475433349609
1622,933.1527709960938,864.3865356445312,0.9795950651168823,932.609619140625,844.5546264648438,0.9525237083435059
1623,932.8703002929688,864.5902099609375,0.9797214865684509,932.2061767578125,844.7850952148438,0.94347083568573
1624,932.7831420898438,864.7184448242188,0.9642203450202942,928.7612915039062,847.900390625,0.9586926698684692
1625,932.7014770507812,864.7448120117188,0.9538941383361816,928.4629516601562,848.0675659179688,0.9707214832305908
1626,932.6950073242188,864.8916015625,0.9497610926628113,928.3995971679688,848.2523803710938,0.9784207940101624
1627,935.6023559570312,865.2011108398438,0.9432561993598938,928.2255249023438,848.5928344726562,0.9781975150108337
1628,929.1098022460938,868.8671264648438,0.983590304851532,928.5321655273438,849.0184326171875,0.9596375823020935
1629,929.1203002929688,869.0533447265625,0.9778017401695251,928.3443603515625,849.2802734375,0.9371397495269775
1630,929.1254272460938,869.10009765625,0.9691414833068848,925.3853149414062,849.2703247070312,0.9395697116851807
1631,929.15966796875,868.9180297851562,0.9640074968338013,925.2395629882812,852.0814208984375,0.9443232417106628
1632,929.0053100585938,868.8887939453125,0.962979257106781,925.0576171875,852.0931396484375,0.9487484097480774
1633,928.959228515625,868.847900390625,0.9738330245018005,924.954833984375,852.141357421875,0.9497058391571045
1634,928.88623046875,869.0,0.9636081457138062,924.8683471679688,852.3074340820312,0.9496349692344666
1635,928.9479370117188,868.8683471679688,0.9586554169654846,924.8610229492188,852.2557373046875,0.9511353373527527
1636,928.8364868164062,869.1119384765625,0.9591296911239624,924.8394775390625,852.4830932617188,0.9544800519943237
1637,928.8961181640625,869.115966796875,0.9575717449188232,924.8504638671875,852.5474243164062,0.9620515704154968
1638,928.8924560546875,869.1163940429688,0.9642928242683411,924.8751220703125,852.5885009765625,0.9637829661369324
1639,928.85205078125,868.957275390625,0.9571275115013123,924.7418823242188,852.521728515625,0.9584859013557434
1640,,,,,,
1641,,,0.925563395023346,,,0.9633299112319946
1642,929.1689453125,872.56005859375,0.9539152383804321,925.0581665039062,855.8223876953125,0.9597794413566589
1643,929.19140625,872.775390625,0.9493862390518188,925.1046142578125,855.9523315429688,0.9602199792861938
1644,929.3165893554688,872.9149780273438,0.946986734867096,925.1998901367188,856.0665893554688,0.9486055374145508
1645,929.4913940429688,873.0079345703125,0.960730791091919,925.3523559570312,856.2177734375,0.9608726501464844
1646,935.6904907226562,872.7874145507812,0.9792921543121338,927.7698974609375,856.34716796875,0.9723252654075623
1647,935.8441772460938,872.6962280273438,0.9827630519866943,927.9675903320312,856.3004760742188,0.9824419617652893
1648,935.7251586914062,872.669677734375,0.9705941081047058,928.2306518554688,856.2683715820312,0.9946900606155396
1649,935.9137573242188,872.9527587890625,0.9636467695236206,928.3817138671875,856.5147705078125,0.9893984198570251
1650,932.9483032226562,876.4268188476562,0.9554303884506226,928.5094604492188,859.74755859375,0.9759879112243652
1651,936.1845092773438,872.9135131835938,0.9415713548660278,928.7308959960938,856.5075073242188,0.980208158493042
1652,933.0962524414062,876.4004516601562,0.9556698203086853,928.8760986328125,859.6298828125,0.9580386877059937
1653,933.3325805664062,876.4732666015625,0.9605000615119934,929.2078857421875,859.6473999023438,0.9577004909515381
1654,939.7960205078125,873.0460205078125,0.9566454291343689,931.8615112304688,856.7800903320312,0.9900926947593689
1655,939.8958129882812,873.1586303710938,0.950771152973175,932.0963134765625,856.7940673828125,0.9859679937362671
1656,940.2361450195312,872.9042358398438,0.9531256556510925,932.5135498046875,856.7290649414062,0.9882922768592834
1657,940.0924072265625,876.5003051757812,0.9562380313873291,932.7447509765625,859.7205810546875,0.9774227142333984
1658,937.6170654296875,876.4346923828125,0.9688974618911743,933.35205078125,859.596923828125,0.9574530124664307
1659,943.7111206054688,876.6084594726562,0.9594045281410217,935.9612426757812,859.9392700195312,0.9743168950080872
1660,944.0224609375,876.61181640625,0.9592366218566895,936.347412109375,859.9144897460938,0.9672337770462036
1661,944.1192016601562,877.0967407226562,0.9627076983451843,936.731689453125,860.3633422851562,0.982258677482605
1662,947.8475952148438,876.800537109375,0.9880801439285278,939.74267578125,860.2716064453125,0.971341609954834
1663,948.015869140625,876.452392578125,0.989414632320404,940.058837890625,859.9797973632812,0.9834920167922974
1664,948.0818481445312,876.7754516601562,0.9789432883262634,940.5497436523438,860.1773071289062,0.9845542311668396
1665,948.4808349609375,876.4525146484375,0.9705090522766113,941.2059326171875,859.7976684570312,0.9789286851882935
1666,951.99267578125,876.5144653320312,0.9775451421737671,944.1864624023438,859.99951171875,0.9853963255882263
1667,952.4962158203125,876.320556640625,0.9712602496147156,944.600341796875,859.8275756835938,0.9802290797233582
1668,955.92626953125,876.3759155273438,0.9745116829872131,947.6520385742188,859.915771484375,0.9508139491081238
1669,956.2574462890625,876.2310791015625,0.9647324085235596,948.1336669921875,859.7352905273438,0.9675107002258301
1670,,,,,,
1671,,,0.9546307921409607,,,0.9652321934700012
1672,960.0840454101562,876.24560546875,0.9720488786697388,952.0385131835938,859.6964721679688,0.9761055111885071
1673,960.1956176757812,876.5874633789062,0.9645521640777588,952.6690063476562,859.9259643554688,0.9923372268676758
1674,963.738037109375,876.3248901367188,0.9746525287628174,955.778076171875,859.8533935546875,0.9845123291015625
1675,964.2040405273438,876.3660888671875,0.9819087982177734,956.357177734375,859.7745971679688,0.9887538552284241
1676,964.8522338867188,876.4248657226562,0.9829013347625732,957.0394897460938,859.7843627929688,0.9773233532905579
1677,968.048828125,876.4439086914062,0.9755130410194397,959.9547119140625,859.847900390625,0.9689039587974548
1678,968.4869384765625,876.5526123046875,0.9834757447242737,960.615966796875,859.8912963867188,0.967643678188324
1679,971.9876708984375,876.3261108398438,0.9676839113235474,963.7710571289062,859.8561401367188,0.9575161933898926
1680,972.117919921875,876.4338989257812,0.9760680198669434,964.1563110351562,859.7655639648438,0.9708067178726196
1681,972.365478515625,876.6048583984375,0.9807396531105042,964.8255615234375,859.8301391601562,0.96706622838974
1682,975.8919677734375,876.712158203125,0.9791285395622253,967.8778686523438,860.0582885742188,0.9677165746688843
1683,976.26220703125,876.4169311523438,0.9808917045593262,968.6015625,859.7139892578125,0.9732003211975098
1684,979.8822021484375,876.2251586914062,0.982617199420929,971.8553466796875,859.6024780273438,0.971878170967102
1685,980.1611328125,876.5142211914062,0.9722192883491516,972.5358276367188,859.8603515625,0.9637808203697205
1686,983.9041748046875,876.299560546875,0.9717865586280823,975.9590454101562,859.7105102539062,0.960464596748352
1687,984.2306518554688,873.027099609375,0.9696170091629028,976.49365234375,856.6590576171875,0.9857342839241028
1688,987.9642333984375,876.1524047851562,0.9762927293777466,979.8417358398438,859.5869140625,0.9649313688278198
1689,988.3175048828125,872.9598999023438,0.9704059958457947,980.5234985351562,856.572509765625,0.9865065217018127
1690,992.1183471679688,872.8674926757812,0.9802725911140442,983.77490234375,856.586181640625,0.9860295057296753
1691,992.3787841796875,872.7726440429688,0.9700983762741089,984.5692138671875,856.4620361328125,0.9864752888679504
1692,996.0586547851562,873.1061401367188,0.9701029658317566,987.8239135742188,856.7888793945312,0.9706758260726929
1693,996.6835327148438,873.1497192382812,0.9632495045661926,988.6734619140625,856.7012939453125,0.9611712694168091
1694,1000.0679931640625,872.9007568359375,0.9633530974388123,991.8614501953125,856.43310546875,0.9759736061096191
1695,1000.635986328125,872.9885864257812,0.9667068123817444,992.7940063476562,856.4488525390625,0.9758898615837097
1696,1004.1207275390625,873.0332641601562,0.9630682468414307,995.9304809570312,856.4561157226562,0.9750567674636841
1697,1004.6209106445312,872.755615234375,0.9647383689880371,996.8237915039062,856.1498413085938,0.9657986164093018
1698,1008.1890869140625,872.683349609375,0.9764546751976013,999.8887939453125,856.1317749023438,0.9635540843009949
1699,1008.5357666015625,872.8612670898438,0.9759388566017151,1000.6903686523438,856.2353515625,0.9586378931999207
1700,1012.2015380859375,872.7347412109375,0.9785014390945435,1003.9376220703125,856.2083740234375,0.9563345313072205
1701,1012.6213989257812,872.3721313476562,0.9835475087165833,1004.6890258789062,855.8262329101562,0.9643561244010925
1702,1016.3451538085938,872.1648559570312,0.9773942828178406,1007.8194580078125,855.7806396484375,0.9397882223129272
1703,1016.8192138671875,868.9267578125,0.9861970543861389,1008.5515747070312,852.9461059570312,0.974775493144989
1704,1020.5228271484375,868.9003295898438,0.9625053405761719,1008.5971069335938,852.9342041015625,0.9587942957878113
1705,1020.6403198242188,868.7091064453125,0.9687389135360718,1009.1889038085938,852.6820678710938,0.9694705605506897
1706,1020.9522094726562,868.7057495117188,0.9711902737617493,1012.8109741210938,852.4016723632812,0.9762292504310608
1707,1024.2591552734375,868.80517578125,0.9683117866516113,1015.8142700195312,852.4434814453125,0.9822630882263184
1708,1024.5172119140625,868.7173461914062,0.9735898375511169,1016.4535522460938,852.3201293945312,0.9800175428390503
1709,1028.2325439453125,868.4349365234375,0.9729833006858826,1016.6529541015625,852.0292358398438,0.9592583775520325
1710,1028.4990234375,868.4315185546875,0.9785902500152588,1020.230224609375,851.8929443359375,0.9701119661331177
1711,1029.1650390625,868.4197998046875,0.9915744662284851,1020.8352661132812,851.9026489257812,0.9628254771232605
1712,1032.7041015625,868.19580078125,0.9815362095832825,1024.085205078125,851.6715087890625,0.9400007724761963
1713,1032.9588623046875,864.920654296875,0.9791256785392761,1024.5350341796875,848.69287109375,0.9762746095657349
1714,1036.5162353515625,864.8783569335938,0.9707307815551758,1024.6124267578125,848.694580078125,0.9675203561782837
1715,1036.927734375,864.815185546875,0.9841189980506897,1028.458984375,848.4364624023438,0.9764862656593323
1716,1040.3748779296875,864.7535400390625,0.9744171500205994,1028.681396484375,848.3692626953125,0.9541298151016235
1717,1040.5634765625,864.5255126953125,0.9870493412017822,1032.1279296875,848.082763671875,0.9695814847946167
1718,1044.3333740234375,864.3019409179688,0.9743361473083496,1032.3194580078125,848.181884765625,0.9597610235214233
1719,1044.4736328125,864.3135375976562,0.9841526746749878,1032.6962890625,848.0139770507812,0.9553092122077942
1720,1044.6953125,860.8945922851562,0.9845815896987915,1036.337646484375,844.8455200195312,0.9885388016700745
1721,1048.433349609375,860.7886962890625,0.9657760858535767,1036.2420654296875,844.8915405273438,0.9665607213973999
1722,1048.4007568359375,860.5352172851562,0.9651153087615967,1036.658203125,844.5153198242188,0.9694427251815796
1723,1048.5457763671875,860.46728515625,0.9689391255378723,1040.29443359375,844.2576904296875,0.9777401685714722
1724,1048.8394775390625,860.38671875,0.9805164337158203,1040.6129150390625,843.9520263671875,0.9710753560066223
1725,1052.2122802734375,860.1405639648438,0.9805346131324768,1043.5679931640625,843.7515869140625,0.9517136216163635
1726,1052.61474609375,856.7276611328125,0.9777183532714844,1044.0909423828125,840.8875732421875,0.969336211681366
1727,1052.98583984375,856.6763305664062,0.9902710318565369,1044.501708984375,840.552001953125,0.9773328304290771
1728,1056.295654296875,856.5789184570312,0.9594026207923889,1044.4342041015625,840.3685913085938,0.9581153392791748
1729,1056.5213623046875,856.421630859375,0.976938784122467,1047.82373046875,840.0596923828125,0.9670917391777039
1730,1057.0811767578125,856.410888671875,0.985581636428833,1048.4820556640625,839.9842529296875,0.9664490222930908
1731,1060.34521484375,856.1309814453125,0.9682819843292236,1048.294189453125,839.9073486328125,0.9529056549072266
1732,1060.8448486328125,856.2314453125,0.9730017781257629,1048.919677734375,839.9714965820312,0.9536343812942505
1733,1060.8895263671875,852.8278198242188,0.9808822274208069,1049.0,836.7368774414062,0.9667891263961792
1734,1060.8980712890625,852.6483764648438,0.9886225461959839,1052.1629638671875,836.5025024414062,0.9592660069465637
1735,1064.445068359375,852.6688842773438,0.9704384803771973,1052.182373046875,836.617431640625,0.9619885683059692
1736,1064.504638671875,852.6981811523438,0.9850960373878479,1052.6517333984375,836.4488525390625,0.9717096090316772
1737,1064.6851806640625,852.5281982421875,0.9903282523155212,1056.101806640625,836.1535034179688,0.9708837270736694
1738,1064.76025390625,852.4286499023438,0.9841313362121582,1056.451171875,835.9968872070312,0.9732330441474915
1739,,,,,,
1740,,,0.9906673431396484,,,0.9698756337165833
1741,1067.9638671875,848.9239501953125,0.9776021242141724,1059.56787109375,832.4653930664062,0.9586896896362305
1742,1068.2161865234375,848.52392578125,0.9820902943611145,1059.931884765625,832.0697021484375,0.9756032228469849
1743,1068.574462890625,848.4396362304688,0.9851137399673462,1060.315185546875,831.9537353515625,0.9786432385444641
1744,1068.55029296875,848.2420043945312,0.9835736751556396,1060.5240478515625,831.6774291992188,0.9757868647575378
1745,1068.798095703125,845.09228515625,0.974137008190155,1060.6678466796875,828.8107299804688,0.9731127619743347
1746,1072.1260986328125,845.0572509765625,0.9677090644836426,1063.4874267578125,828.762451171875,0.959798276424408
1747,1072.172119140625,844.8170776367188,0.9708037376403809,1063.58642578125,828.43017578125,0.9617453217506409
1748,1072.2283935546875,844.7286987304688,0.9820375442504883,1063.8377685546875,828.2732543945312,0.9618302583694458
1749,1072.2943115234375,844.4767456054688,0.9840279221534729,1064.1539306640625,827.9607543945312,0.9676748514175415
1750,1072.5242919921875,844.683837890625,0.9922322034835815,1064.4833984375,828.1366577148438,0.9663286805152893
1751,1072.421630859375,844.6082763671875,0.9849430918693542,1064.51953125,828.0226440429688,0.9547417759895325
1752,1072.3724365234375,844.3746948242188,0.9828755855560303,1064.608154296875,827.7125854492188,0.9556810259819031
1753,1072.4510498046875,841.25439453125,0.9678471088409424,1064.651611328125,824.6275634765625,0.958728551864624
1754,1072.436767578125,841.0968627929688,0.9634301066398621,1064.8006591796875,824.3944702148438,0.9553597569465637
1755,1072.5797119140625,840.8788452148438,0.9661486148834229,1064.983642578125,824.2200927734375,0.9614598751068115
1756,1072.5614013671875,840.6107177734375,0.9742162823677063,1065.03125,823.909912109375,0.9637597799301147
1757,1072.490234375,840.406494140625,0.9689503312110901,1065.03564453125,823.7310791015625,0.966420590877533
1758,1072.55517578125,837.2460327148438,0.9581508040428162,1065.15625,820.7781372070312,0.9704506993293762
1759,1069.4945068359375,837.216796875,0.9609468579292297,1065.21826171875,820.6132202148438,0.952154815196991
1760,1072.58203125,837.0111694335938,0.9632285237312317,1065.167236328125,820.4349365234375,0.9604489803314209
1761,1072.5072021484375,836.7400512695312,0.9675700664520264,1065.092041015625,820.1307983398438,0.9638972878456116
1762,1072.5125732421875,836.7064208984375,0.9653167724609375,1065.165283203125,820.02490234375,0.9591175317764282
1763,1069.490478515625,836.7990112304688,0.9725603461265564,1065.13818359375,820.0557861328125,0.9534755349159241
1764,1069.3409423828125,836.6671142578125,0.9725643396377563,1065.0032958984375,819.9236450195312,0.9508858919143677
1765,1069.259033203125,836.5377197265625,0.9732493162155151,1064.8956298828125,819.829833984375,0.956500768661499
1766,1069.118408203125,836.2985229492188,0.9729589819908142,1064.9031982421875,819.5199584960938,0.9550571441650391
1767,1069.1641845703125,833.0668334960938,0.9533433318138123,1064.658447265625,816.4321899414062,0.9551886916160583
1768,1072.0946044921875,832.5086059570312,0.9590631723403931,1064.6341552734375,815.822998046875,0.9597398042678833
1769,1072.0638427734375,832.48828125,0.9625821113586426,1064.567626953125,815.7615356445312,0.9575353860855103
1770,1071.83447265625,832.4978637695312,0.9664279222488403,1064.3388671875,815.7389526367188,0.9605785012245178
1771,1071.6619873046875,832.3543090820312,0.975660502910614,1063.9984130859375,815.7359619140625,0.9749717116355896
1772,1065.5679931640625,832.2923583984375,0.9765655398368835,1061.55517578125,815.6837158203125,0.9565725326538086
1773,,,,,,
1774,,,0.9634352922439575,,,0.9755173325538635
1775,1068.455078125,828.6671752929688,0.976850152015686,1060.6767578125,812.1123046875,0.9780482053756714
1776,1068.362060546875,828.8577880859375,0.9801371693611145,1060.6219482421875,812.138671875,0.9724200963973999
1777,1068.5430908203125,828.6055908203125,0.9945218563079834,1060.3583984375,812.025390625,0.9752840995788574
1778,1068.484130859375,828.6348876953125,0.9918237924575806,1060.2994384765625,812.0653076171875,0.9727446436882019
1779,1068.3572998046875,828.2225952148438,0.9844597578048706,1060.24755859375,811.6617431640625,0.9728330373764038
1780,1068.2777099609375,828.233642578125,0.9810906052589417,1059.794921875,811.7322998046875,0.9588895440101624
1781,1068.4200439453125,825.0744018554688,0.9740973114967346,1056.702880859375,808.93505859375,0.9805616140365601
1782,1068.1785888671875,825.029541015625,0.9735779166221619,1056.51318359375,808.7059936523438,0.9702005982398987
1783,1064.953369140625,827.9217529296875,0.992456316947937,1056.835693359375,811.4862060546875,0.9628955125808716
1784,1064.9644775390625,825.0479736328125,0.9876875281333923,1056.5191650390625,808.6567993164062,0.9776254892349243
1785,1064.9248046875,824.8712768554688,0.9764249324798584,1056.2625732421875,808.5594482421875,0.9732871651649475
1786,1064.5721435546875,824.7846069335938,0.9754993319511414,1056.01025390625,808.3961181640625,0.9701539278030396
1787,1064.8341064453125,824.6542358398438,0.9829378724098206,1056.06005859375,808.23388671875,0.9572116136550903
1788,1064.752197265625,824.4094848632812,0.9870103001594543,1052.8983154296875,808.05859375,0.9594181776046753
1789,1064.77587890625,824.2486572265625,0.9856947660446167,1052.7611083984375,807.9679565429688,0.9682701826095581
1790,1064.6153564453125,824.0114135742188,0.980909526348114,1052.4632568359375,807.9363403320312,0.9721419215202332
1791,1064.4149169921875,823.826904296875,0.9775367975234985,1052.257080078125,807.824951171875,0.9678084254264832
1792,1061.310302734375,823.8424682617188,0.9830384850502014,1049.5120849609375,807.7342529296875,0.9635047316551208
1793,1061.393798828125,820.81298828125,0.9741740822792053,1049.3555908203125,804.9484252929688,0.9903790354728699
1794,1061.4180908203125,820.7257690429688,0.9660226106643677,1049.1343994140625,804.8946533203125,0.9914954304695129
1795,1064.2308349609375,820.6820068359375,0.9715394377708435,1048.8717041015625,804.9853515625,1.004990816116333
1796,1064.1455078125,820.4202270507812,0.9801134467124939,1048.64453125,804.7499389648438,1.0034319162368774
1797,1064.03564453125,820.4068603515625,0.9832024574279785,1048.467041015625,804.6920166015625,0.9884734153747559
1798,,,,,,
1799,,,0.9692516326904297,,,0.9851600527763367
1800,1057.36767578125,820.05859375,0.9705314040184021,1045.220947265625,804.2498779296875,0.9937668442726135
1801,1057.55126953125,820.0691528320312,0.9567071795463562,1045.24853515625,804.1848754882812,0.9850785136222839
1802,1057.09228515625,819.9627075195312,0.9535599946975708,1044.994384765625,803.934814453125,0.9780793786048889
1803,1057.0382080078125,819.9141235351562,0.9588308930397034,1044.7960205078125,803.9376831054688,0.9787940979003906
1804,1056.8441162109375,820.0189208984375,0.9784451127052307,1044.68994140625,803.8171997070312,0.9738866686820984
1805,1059.6407470703125,816.8099365234375,0.9769372940063477,1044.1748046875,801.2119140625,0.9850078821182251
1806,1053.6014404296875,816.81298828125,0.9774868488311768,1041.45166015625,800.977294921875,0.9928737878799438
1807,1056.5699462890625,816.7587280273438,0.9707655310630798,1041.31005859375,801.0197143554688,0.990405797958374
1808,1056.091552734375,816.6935424804688,0.9735385179519653,1040.846435546875,800.9085693359375,0.9918383359909058
1809,1055.99755859375,816.7386474609375,0.9680079817771912,1040.7025146484375,801.0028076171875,0.9913301467895508
1810,1055.558837890625,816.5003662109375,0.9684356451034546,1040.117919921875,800.87646484375,0.9820923805236816
1811,1052.366455078125,816.3372192382812,0.9613213539123535,1039.895263671875,800.6934814453125,0.9873774647712708
1812,1049.101318359375,816.4707641601562,0.9916132688522339,1037.203125,800.4899291992188,0.9848478436470032
1813,1048.8294677734375,816.2958374023438,0.9871631264686584,1036.8115234375,800.3871459960938,0.9802796840667725
1814,1048.4716796875,816.3006591796875,0.9775506854057312,1036.3717041015625,800.371337890625,0.9651749134063721
1815,1044.9420166015625,819.9360961914062,0.9866437315940857,1036.482421875,803.5195922851562,0.9650054574012756
1816,1044.4417724609375,816.7308349609375,0.9966027140617371,1035.876220703125,800.5485229492188,0.9750531911849976
1817,1044.6083984375,816.7864990234375,0.976955235004425,1032.8060302734375,800.5276489257812,0.9656218886375427
1818,1041.2061767578125,816.6859130859375,0.9802613258361816,1032.650146484375,800.4462280273438,0.982988715171814
1819,1040.7686767578125,816.8558349609375,0.9855291843414307,1032.2357177734375,800.5936279296875,0.9818824529647827
1820,1040.62109375,816.5703125,0.9885093569755554,1028.850341796875,800.4630737304688,0.9779642820358276
1821,1040.630859375,816.4462280273438,0.9698839783668518,1028.41259765625,800.6246337890625,0.980548083782196
1822,1037.064208984375,816.2999267578125,0.99086594581604,1028.449951171875,800.2987060546875,0.9811623096466064
1823,1036.760498046875,816.2509155273438,0.9848930239677429,1024.996826171875,800.4805908203125,0.9732926487922668
1824,1036.318603515625,816.5100708007812,0.9943768382072449,1024.494140625,800.581298828125,0.9640974402427673
1825,1033.049560546875,816.4756469726562,0.9953568577766418,1024.56201171875,800.4266357421875,0.9892756342887878
1826,1032.5552978515625,816.18115234375,0.988678514957428,1020.8598022460938,800.103271484375,0.9711686372756958
1827,1032.2886962890625,816.3241577148438,0.9741891026496887,1020.4009399414062,800.3583374023438,0.9578461647033691
1828,1028.9423828125,816.3057861328125,0.9939776659011841,1020.45068359375,800.1635131835938,0.976385772228241
1829,1028.47802734375,816.3054809570312,0.98101407289505,1016.856689453125,800.2110595703125,0.95887690782547
1830,1028.20166015625,816.1448364257812,0.9624365568161011,1016.3742065429688,800.1829833984375,0.956836462020874
1831,1024.708251953125,816.1524658203125,0.9800305366516113,1016.2239990234375,800.0050659179688,0.9694440960884094
1832,1024.498046875,812.5667724609375,0.9630992412567139,1012.436767578125,797.258056640625,0.9719153642654419
1833,1020.7650146484375,816.0335083007812,0.9826300144195557,1012.5157470703125,799.7179565429688,0.9825526475906372
1834,1020.2947998046875,816.1038208007812,0.9782114028930664,1011.82958984375,799.963623046875,0.9751834273338318
1835,1016.7312622070312,816.3369140625,0.9663530588150024,1008.8353271484375,799.870361328125,0.9781942963600159
1836,1016.3616943359375,816.2011108398438,0.9736325144767761,1008.2584228515625,799.821533203125,0.9766747355461121
1837,1016.1853637695312,812.67822265625,0.9766639471054077,1004.4498291015625,797.08349609375,0.9592330455780029
1838,1012.1148681640625,816.1444091796875,0.9640907645225525,1004.4390869140625,799.6290893554688,0.9644328951835632
1839,1011.9382934570312,812.73974609375,0.9832028150558472,1003.7996215820312,796.8822631835938,0.9815372824668884
1840,1008.3759155273438,812.6953125,0.9599511027336121,1000.6904907226562,796.4723510742188,0.9783349633216858
1841,1007.6971435546875,812.6992797851562,0.9693880677223206,1000.0874633789062,796.5943603515625,0.993492603302002
1842,1001.4891967773438,812.5858154296875,0.9616259932518005,997.104248046875,796.1157836914062,0.9733452796936035
1843,1003.6964111328125,812.2819213867188,0.9554685354232788,996.2697143554688,795.8950805664062,0.9917386174201965
1844,997.2411499023438,812.4784545898438,0.9719715714454651,993.4074096679688,795.763916015625,0.9540078043937683
1845,996.5768432617188,812.549072265625,0.9563900232315063,992.4268798828125,795.82373046875,0.9671550393104553
1846,992.9974975585938,812.5068969726562,0.9753823280334473,992.5023803710938,795.6047973632812,0.9505771398544312
1847,992.6246948242188,812.504150390625,0.9621143937110901,988.6181030273438,792.77783203125,0.9427006244659424
1848,988.8146362304688,812.3973999023438,0.9802330136299133,988.6284790039062,792.5478515625,0.9611552953720093
1849,988.3925170898438,809.0454711914062,0.9632488489151001,984.7532348632812,792.3052978515625,0.953393280506134
1850,,,,,,
1851,,,0.9662204384803772,,,0.9513277411460876
1852,980.3580932617188,808.68310546875,0.9802554249763489,980.6690063476562,791.8523559570312,0.9835706353187561
1853,980.0537109375,808.580322265625,0.964598536491394,979.848388671875,791.666015625,0.9629024863243103
1854,,,,,,
1855,,,0.9750372767448425,,,0.9768482446670532
1856,972.0443115234375,804.8021850585938,0.9641735553741455,972.8829956054688,785.194580078125,0.9743858575820923
1857,971.6394653320312,804.4073486328125,0.9632980823516846,972.1951904296875,787.6478271484375,0.985569417476654
1858,965.0782470703125,804.2767944335938,0.9746394753456116,969.20166015625,787.5909423828125,0.958167314529419
1859,967.75341796875,801.0624389648438,0.964766263961792,968.3129272460938,784.458984375,0.9872084856033325
1860,960.970458984375,800.6300048828125,0.9927911758422852,965.244384765625,784.1298217773438,0.9794970750808716
1861,960.71240234375,800.4175415039062,0.9805803298950195,964.6756591796875,783.7841796875,0.9789217114448547
1862,957.0067749023438,800.1742553710938,0.9933598041534424,964.2827758789062,783.5458374023438,0.9631539583206177
1863,957.0571899414062,796.8568725585938,0.980743408203125,960.8750610351562,780.4442749023438,0.9880061149597168
1864,953.1179809570312,796.7175903320312,1.0009000301361084,960.4827270507812,780.3577270507812,0.9846577048301697
1865,952.8592529296875,796.3099365234375,0.9901914596557617,956.98486328125,779.6624145507812,0.9778639674186707
1866,955.44921875,796.2095947265625,0.9471486806869507,956.0778198242188,776.5743408203125,0.9695515632629395
1867,949.1324462890625,792.916015625,0.9833783507347107,953.1783447265625,776.4465942382812,0.9803099036216736
1868,948.5383911132812,792.69677734375,0.9553659558296204,952.1475219726562,776.071044921875,0.9743075966835022
1869,944.7193603515625,792.5225830078125,0.9867007732391357,949.1412963867188,775.8430786132812,0.9646251797676086
1870,944.7880859375,788.7929077148438,0.9692036509513855,948.5104370117188,772.5046997070312,0.9888662695884705
1871,941.0708618164062,788.641845703125,0.9997571706771851,948.3977661132812,772.2898559570312,0.9786407351493835
1872,940.66943359375,788.60986328125,0.9805762767791748,944.8877563476562,771.9511108398438,0.9622779488563538
1873,937.2755126953125,784.7823486328125,1.0000189542770386,944.5707397460938,768.7120361328125,0.9777634739875793
1874,936.970703125,784.69189453125,0.9876101016998291,941.2156982421875,768.3366088867188,0.9702432751655579
1875,936.5291137695312,784.6336059570312,0.9695028066635132,940.588623046875,767.9874877929688,0.9628135561943054
1876,933.2855224609375,780.8486938476562,1.0028146505355835,937.6367797851562,764.8431396484375,0.9710580110549927
1877,932.81884765625,780.6981201171875,0.9802851676940918,937.0502319335938,764.288330078125,0.9644153714179993
1878,929.02490234375,780.5653076171875,1.003224492073059,936.6817016601562,764.105224609375,0.9713886976242065
1879,928.667724609375,780.4658813476562,0.9957848191261292,935.959716796875,763.7610473632812,0.9538166522979736
1880,925.0615844726562,780.0890502929688,0.9781571626663208,932.8310546875,763.623291015625,0.9631184935569763
1881,,,,,,
