frame_index,R_cam_to_world_as_rotvec_x,R_cam_to_world_as_rotvec_y,R_cam_to_world_as_rotvec_z,t_cam_to_world_x,t_cam_to_world_y,t_cam_to_world_z
0,0.3638810488631742,-3.1152188527422044,0.006424148707083399,2.332665508401931,0.3208851630868987,-0.1293410278598272
1,0.36381912494755897,-3.1150914744697102,0.006412749390307899,2.3319082157432556,0.3209507637414883,-0.129132992424028
2,0.36375720488786684,-3.114964095005524,0.006401351016809143,2.3311509230845795,0.3210163643960779,-0.12892495698822878
3,0.3636952886837105,-3.114836714349818,0.00638995358649102,2.330393630425904,0.32108196505066755,-0.1287169215524296
4,0.36363337633470233,-3.114709332502763,0.006378557099257436,2.329636337767228,0.32114756570525715,-0.1285088861166304
5,0.36357146784045496,-3.1145819494645295,0.006367161555012307,2.328879045108552,0.32121316635984676,-0.1283008506808312
6,0.3635095632005811,-3.114454565235289,0.006355766953659572,2.3281217524498765,0.32127876701443636,-0.12809281524503197
7,0.3634476624146934,-3.114327179815212,0.0063443732951031844,2.3273644597912004,0.32134436766902597,-0.12788477980923277
8,0.3633857654824046,-3.114199793204469,0.00633298057924711,2.326607167132525,0.3214099683236156,-0.12767674437343357
9,0.36332387240332775,-3.1140724054032316,0.006321588805995339,2.3258498744738487,0.32147556897820523,-0.12746870893763435
10,0.3632619831770757,-3.1139450164116695,0.0063101979752518645,2.325092581815173,0.32154116963279483,-0.12726067350183515
11,0.36320009780326123,-3.1138176262299537,0.006298808086920703,2.3243352891564975,0.32160677028738444,-0.12705263806603595
12,0.3631382162814978,-3.1136902348582556,0.006287419140905892,2.3235779964978214,0.32167237094197404,-0.12684460263023672
13,0.3630763386113982,-3.1135628422967456,0.006276031137111474,2.3228207038391457,0.3217379715965637,-0.12663656719443753
14,0.3630144647925755,-3.1134354485455935,0.00626464407544151,2.3220634111804697,0.3218035722511533,-0.12642853175863833
15,0.3629525948246433,-3.1133080536049715,0.0062532579558000866,2.321306118521794,0.3218691729057429,-0.1262204963228391
16,0.36289072870721456,-3.1131806574750476,0.006241872778091294,2.3205488258631184,0.3219347735603325,-0.1260124608870399
17,0.3628288664399029,-3.1130532601559953,0.006230488542219246,2.3197915332044423,0.3220003742149221,-0.1258044254512407
18,0.3627670080223215,-3.112925861647982,0.006219105248088063,2.3190342405457667,0.3220659748695118,-0.1255963900154415
19,0.3627051534540841,-3.1127984619511806,0.006207722895601899,2.3182769478870906,0.3221315755241014,-0.12538835457964229
20,0.36264330273480416,-3.112671061065761,0.006196341484664903,2.317519655228415,0.322197176178691,-0.1251803191438431
21,0.36265795179380517,-3.1123818248869575,0.0061387840678359925,2.317038406743975,0.32227252190693373,-0.12509222097032613
22,0.36267259200286533,-3.1120925879390677,0.006081236974457692,2.3165571582595352,0.3223478676351765,-0.12500412279680917
23,0.3626872233639638,-3.1118033502225106,0.006023700202255521,2.3160759097750954,0.3224232133634192,-0.12491602462329222
24,0.3627018458790791,-3.1115141117377036,0.005966173748955821,2.3155946612906555,0.3224985590916619,-0.12482792644977526
25,0.3627164595501891,-3.1112248724850646,0.005908657612285738,2.3151134128062156,0.32257390481990467,-0.12473982827625832
26,0.36273106437927094,-3.1109356324650115,0.0058511517899732385,2.3146321643217758,0.3226492505481474,-0.12465173010274136
27,0.362745660368301,-3.110646391677962,0.005793656279747097,2.314150915837336,0.32272459627639016,-0.1245636319292244
28,0.36276024751925473,-3.1103571501243326,0.005736171079336901,2.313669667352896,0.3227999420046329,-0.12447553375570745
29,0.3627748258341074,-3.1100679078045412,0.005678696186473051,2.313188418868456,0.32287528773287566,-0.1243874355821905
30,0.36278939531483323,-3.1097786647190055,0.00562123159888676,2.3127071703840163,0.3229506334611184,-0.12429933740867355
31,0.36280395596340576,-3.109489420868141,0.005563777314310048,2.3122259218995764,0.3230259791893611,-0.12421123923515659
32,0.36281850778179764,-3.1092001762523647,0.005506333330475748,2.3117446734151366,0.32310132491760385,-0.12412314106163963
33,0.3628330507719812,-3.108910930872093,0.005448899645117504,2.3112634249306967,0.3231766706458466,-0.12403504288812268
34,0.3628475849359277,-3.108621684727742,0.005391476255969768,2.310782176446257,0.32325201637408935,-0.12394694471460573
35,0.362862110275608,-3.108332437819727,0.005334063160767806,2.310300927961817,0.3233273621023321,-0.12385884654108877
36,0.3628766267929919,-3.108043190148464,0.005276660357247687,2.309819679477377,0.32340270783057484,-0.12377074836757182
37,0.36289113449004873,-3.1077539417143685,0.005219267843146292,2.3093384309929372,0.32347805355881754,-0.12368265019405486
38,0.36290563336874726,-3.1074646925178575,0.005161885616201314,2.3088571825084974,0.3235533992870603,-0.1235945520205379
39,0.36292012343105495,-3.1071754425593427,0.005104513674151245,2.3083759340240575,0.32362874501530303,-0.12350645384702096
40,0.3629346046789393,-3.106886191839242,0.0050471520147354005,2.3078946855396176,0.3237040907435458,-0.123418355673504
41,0.36295577511768085,-3.106777273928781,0.005000561035941594,2.3077054685199823,0.32375424954883414,-0.12351765264228251
42,0.36297694319657553,-3.106668355235257,0.004953973162174961,2.3075162515003473,0.32380440835412255,-0.12361694961106102
43,0.36299810891581347,-3.106559435758791,0.004907388393194702,2.307327034480712,0.3238545671594109,-0.12371624657983954
44,0.3630192722755845,-3.1064505154995015,0.004860806728760051,2.307137817461077,0.3239047259646993,-0.12381554354861805
45,0.36304043327607843,-3.1063415944575063,0.004814228168630268,2.3069486004414417,0.3239548847699877,-0.12391484051739657
46,0.36306159191748516,-3.106232672632926,0.004767652712564646,2.3067593834218063,0.32400504357527604,-0.12401413748617508
47,0.3630827481999945,-3.1061237500258794,0.004721080360322506,2.3065701664021714,0.32405520238056446,-0.1241134344549536
48,0.36310390212379595,-3.106014826636485,0.004674511111663202,2.306380949382536,0.3241053611858528,-0.12421273142373211
49,0.36312505368907955,-3.105905902464861,0.004627944966346116,2.306191732362901,0.3241555199911412,-0.12431202839251063
50,0.36314620289603494,-3.105796977511128,0.004581381924130661,2.3060025153432657,0.3242056787964296,-0.12441132536128915
51,0.3631673497448519,-3.1056880517754046,0.004534821984776282,2.3058132983236304,0.32425583760171794,-0.12451062233006767
52,0.3631884942357199,-3.105579125257809,0.00448826514804245,2.3056240813039954,0.32430599640700636,-0.12460991929884618
53,0.36320963636882875,-3.1054701979584602,0.004441711413688668,2.30543486428436,0.3243561552122947,-0.1247092162676247
54,0.36323077614436816,-3.105361269877478,0.004395160781474472,2.305245647264725,0.32440631401758313,-0.12480851323640321
55,0.3632519135625275,-3.10525234101498,0.004348613251159427,2.3050564302450898,0.3244564728228715,-0.12490781020518173
56,0.36327304862349646,-3.1051434113710856,0.004302068822503125,2.3048672132254544,0.32450663162815985,-0.12500710717396024
57,0.36329418132746477,-3.105034480945914,0.004255527495265194,2.3046779962058195,0.32455679043344826,-0.12510640414273874
58,0.36331531167462167,-3.1049255497395833,0.004208989269205282,2.304488779186184,0.3246069492387366,-0.12520570111151727
59,0.36333643966515683,-3.1048166177522125,0.00416245414408308,2.304299562166549,0.32465710804402503,-0.12530499808029577
60,0.36335756529925967,-3.1047076849839206,0.0041159221196583,2.304110345146914,0.3247072668493134,-0.1254042950490743
61,0.3633696732769535,-3.1048136051670467,0.004088807789865042,2.3039972680906455,0.32474262475037546,-0.12559681201675973
62,0.3633817812082817,-3.1049195251199375,0.00406169162403071,2.3038841910343772,0.32477798265143754,-0.1257893289844452
63,0.363393889093239,-3.1050254448425605,0.004034573622004801,2.303771113978109,0.3248133405524996,-0.12598184595213063
64,0.36340599693182013,-3.1051313643348855,0.004007453783636791,2.3036580369218407,0.3248486984535617,-0.12617436291981607
65,0.3634181047240199,-3.1052372835968804,0.003980332108776139,2.3035449598655724,0.32488405635462375,-0.12636687988750153
66,0.36343021246983287,-3.1053432026285135,0.00395320859727228,2.3034318828093046,0.3249194142556858,-0.12655939685518697
67,0.3634423201692541,-3.1054491214297553,0.003926083248974633,2.3033188057530363,0.3249547721567479,-0.1267519138228724
68,0.363454427822278,-3.105555040000573,0.0038989560637325933,2.303205728696768,0.32499013005780997,-0.12694443079055787
69,0.36346653542889973,-3.1056609583409363,0.0038718270413955415,2.3030926516404997,0.32502548795887204,-0.1271369477582433
70,0.36347864298911353,-3.1057668764508133,0.003844696181812829,2.3029795745842314,0.3250608458599341,-0.12732946472592876
71,0.3634907505029145,-3.1058727943301725,0.003817563484833798,2.302866497527963,0.3250962037609961,-0.1275219816936142
72,0.3635028579702974,-3.105978711978984,0.0037904289503077624,2.302753420471695,0.3251315616620582,-0.12771449866129964
73,0.3635149653912568,-3.1060846293972157,0.003763292578084019,2.3026403434154266,0.32516691956312027,-0.1279070156289851
74,0.3635270727657876,-3.106190546584836,0.0037361543680118456,2.3025272663591583,0.32520227746418234,-0.12809953259667053
75,0.3635391800938844,-3.1062964635418133,0.003709014319940496,2.3024141893028904,0.3252376353652444,-0.12829204956435597
76,0.36355128737554204,-3.1064023802681175,0.0036818724337192086,2.302301112246622,0.3252729932663065,-0.12848456653204143
77,0.3635633946107552,-3.106508296763716,0.003654728709197199,2.302188035190354,0.32530835116736856,-0.12867708349972687
78,0.36357550179951864,-3.1066142130285788,0.003627583146223664,2.3020749581340856,0.32534370906843063,-0.1288696004674123
79,0.36358760894182723,-3.106720129062674,0.003600435744647779,2.3019618810778173,0.3253790669694927,-0.12906211743509777
80,0.3635997160376755,-3.10682604486597,0.0035732865043187007,2.301848804021549,0.3254144248705548,-0.1292546344027832
81,0.36359285754649334,-3.106946785741613,0.0035462449258402383,2.3017719426608925,0.3254541253579361,-0.12941955680563427
82,0.36358599745215525,-3.1070675264312175,0.003519201299289341,2.3016950813002355,0.32549382584531744,-0.12958447920848531
83,0.3635791357545121,-3.107188266934744,0.0034921556244788643,2.301618219939579,0.3255335263326988,-0.12974940161133638
84,0.36357227245341484,-3.1073090072521543,0.003465107901221645,2.3015413585789224,0.32557322682008005,-0.12991432401418745
85,0.3635654075487144,-3.107429747383408,0.0034380581293304876,2.3014644972182654,0.3256129273074614,-0.1300792464170385
86,0.3635585410402614,-3.107550487328467,0.0034110063086181673,2.301387635857609,0.3256526277948427,-0.13024416881988957
87,0.36355167292790713,-3.107671227087292,0.003383952438897438,2.3013107744969523,0.32569232828222405,-0.13040909122274064
88,0.3635448032115024,-3.1077919666598444,0.00335689651998102,2.3012339131362953,0.3257320287696054,-0.13057401362559168
89,0.3635379318908978,-3.107912706046085,0.0033298385516816052,2.301157051775639,0.3257717292569867,-0.13073893602844275
90,0.3635310589659442,-3.1080334452459746,0.0033027785338118633,2.3010801904149822,0.32581142974436805,-0.13090385843129382
91,0.3635241844364925,-3.108154184259474,0.003275716466184432,2.3010033290543253,0.32585113023174933,-0.13106878083414486
92,0.36351730830239337,-3.108274923086546,0.0032486523486119218,2.3009264676936687,0.32589083071913066,-0.13123370323699593
93,0.3635104305634976,-3.108395661727149,0.0032215861809069156,2.3008496063330117,0.325930531206512,-0.13139862563984697
94,0.3635035512196558,-3.108516400181245,0.0031945179628819678,2.300772744972355,0.32597023169389333,-0.13156354804269804
95,0.3634966702707188,-3.1086371384487954,0.003167447694349606,2.3006958836116986,0.32600993218127466,-0.1317284704455491
96,0.36348978771653734,-3.1087578765297605,0.0031403753751223307,2.3006190222510416,0.326049632668656,-0.13189339284840015
97,0.36348290355696183,-3.108878614424102,0.0031133010050126133,2.300542160890385,0.3260893331560373,-0.13205831525125122
