frame_index,R_cam_to_world_as_rotvec_x,R_cam_to_world_as_rotvec_y,R_cam_to_world_as_rotvec_z,t_cam_to_world_x,t_cam_to_world_y,t_cam_to_world_z
0,0.3638810488631742,-3.1152188527422044,0.006424148707083399,2.332665508401931,0.3208851630868987,-0.1293410278598272
1,0.36383931746942483,-3.1152237820339272,0.006424257805771603,2.3319082157432556,0.3209507637414883,-0.129132992424028
2,0.3638333539674539,-3.11522448639363,0.006424273396090527,2.3311509230845795,0.3210163643960779,-0.12892495698822878
3,0.36371069508869236,-3.115238971285811,0.006424594055888224,2.330393630425904,0.32108196505066755,-0.1287169215524296
4,0.36356919089433376,-3.115255675563381,0.006424963967686509,2.329636337767228,0.32114756570525715,-0.1285088861166304
5,0.36358668350803536,-3.1152536109489968,0.006424918240365596,2.328879045108552,0.32121316635984676,-0.1283008506808312
6,0.3634679010800471,-3.1152676286204186,0.006425228744126302,2.3281217524498765,0.32127876701443636,-0.12809281524503197
7,0.3634638783223189,-3.1152681032711054,0.006425239259647468,2.3273644597912004,0.32134436766902597,-0.12788477980923277
8,0.3633663850499664,-3.1152796050274754,0.006425494104092515,2.326607167132525,0.3214099683236156,-0.12767674437343357
9,0.3632489036166775,-3.1152934607808453,0.006425801187397982,2.3258498744738487,0.32147556897820523,-0.12746870893763435
10,0.3632517661368584,-3.1152931232286947,0.0064257937052154095,2.325092581815173,0.32154116963279483,-0.12726067350183515
11,0.3633059546127024,-3.1152867327499063,0.006425652063793895,2.3243352891564975,0.32160677028738444,-0.12705263806603595
12,0.36322698461335723,-3.1152960454103322,0.00642585848005768,2.3235779964978214,0.32167237094197404,-0.12684460263023672
13,0.36313737254718165,-3.1153066105984233,0.006426092707426923,2.3228207038391457,0.3217379715965637,-0.12663656719443753
14,0.3632889041151301,-3.1152887436279912,0.00642569663175224,2.3220634111804697,0.3218035722511533,-0.12642853175863833
15,0.36318355770902083,-3.115301165732138,0.006425971989746632,2.321306118521794,0.3218691729057429,-0.1262204963228391
16,0.3629502637943205,-3.115328662151897,0.006426581751282433,2.3205488258631184,0.3219347735603325,-0.1260124608870399
17,0.3574533903602781,-3.115971416239532,0.006440937008917709,2.3197915332044423,0.3220003742149221,-0.1258044254512407
18,0.36530709144999834,-3.115050069148444,0.006420419799158775,2.3190342405457667,0.3220659748695118,-0.1255963900154415
19,0.3657090912303931,-3.115002369815444,0.006419368345354318,2.3182769478870906,0.3221315755241014,-0.12538835457964229
20,0.3626433027348042,-3.112671061065761,0.006196341484664903,2.317519655228415,0.322197176178691,-0.1251803191438431
21,0.36260557735603177,-3.112675504012216,0.006196490897013744,2.317038406743975,0.32227252190693373,-0.12509222097032613
22,0.3625900543725318,-3.112677332031449,0.006196552375870836,2.3165571582595352,0.3223478676351765,-0.12500412279680917
23,0.3625984919177685,-3.1126763384180633,0.006196518958952427,2.3160759097750954,0.3224232133634192,-0.12491602462329222
24,0.3626794979403194,-3.112666797894245,0.006196198131555683,2.3155946612906555,0.3224985590916619,-0.12482792644977526
25,0.36275460390987824,-3.112657950346977,0.006195900666932354,2.3151134128062156,0.32257390481990467,-0.12473982827625832
26,0.36282745814723405,-3.112649366304212,0.006195612116280537,2.3146321643217758,0.3226492505481474,-0.12465173010274136
27,0.362843098475372,-3.1126475232593243,0.006195550169759999,2.314150915837336,0.32272459627639016,-0.1245636319292244
28,0.36287406321646865,-3.112643874162282,0.006195427527394413,2.313669667352896,0.3227999420046329,-0.12447553375570745
29,0.3629430992542763,-3.1126357373613067,0.006195154092942629,2.313188418868456,0.32287528773287566,-0.1243874355821905
30,0.3630271030990977,-3.1126258343193993,0.006194821369703933,2.3127071703840163,0.3229506334611184,-0.12429933740867355
31,0.36299799339478,-3.1126292662627058,0.006194936668329584,2.3122259218995764,0.3230259791893611,-0.12421123923515659
32,0.3631068056680178,-3.112616436226043,0.006194505677871984,2.3117446734151366,0.32310132491760385,-0.12412314106163963
33,0.36310741098335847,-3.1126163648426517,0.00619450328027509,2.3112634249306967,0.3231766706458466,-0.12403504288812268
34,0.36329393613808353,-3.112594362705504,0.0061937644580350795,2.310782176446257,0.32325201637408935,-0.12394694471460573
35,0.36342939941407937,-3.112578376638788,0.006193227873685677,2.310300927961817,0.3233273621023321,-0.12385884654108877
36,0.3639295547771903,-3.1125193014775516,0.006191246580487214,2.309819679477377,0.32340270783057484,-0.12377074836757182
37,0.3648918601219569,-3.1124054114083903,0.006187433993711157,2.3093384309929372,0.32347805355881754,-0.12368265019405486
38,0.36283894836632846,-3.1126480123129023,0.006195566607081897,2.3088571825084974,0.3235533992870603,-0.1235945520205379
39,0.36016511478831464,-3.1129619365695995,0.006206154036058995,2.3083759340240575,0.32362874501530303,-0.12350645384702096
40,0.3629346046789393,-3.106886191839242,0.0050471520147354,2.3078946855396176,0.3237040907435458,-0.123418355673504
41,0.36302343332696,-3.1068757220163783,0.005046544717335338,2.3077054685199823,0.32375424954883414,-0.12351765264228251
42,0.3631104033690506,-3.1068654687745036,0.005045950120782366,2.3075162515003473,0.32380440835412255,-0.12361694961106102
43,0.3631394304415801,-3.1068620461111283,0.0050457516672622,2.307327034480712,0.3238545671594109,-0.12371624657983954
44,0.363215349877187,-3.10685309294332,0.005045232614951503,2.307137817461077,0.3239047259646993,-0.12381554354861805
45,0.3632797829047154,-3.106845492896451,0.00504479209035838,2.3069486004414417,0.3239548847699877,-0.12391484051739657
46,0.3632860362378681,-3.106844755227358,0.005044749336537705,2.3067593834218063,0.32400504357527604,-0.12401413748617508
47,0.36322434158923017,-3.1068520324279882,0.005045171139370336,2.3065701664021714,0.32405520238056446,-0.1241134344549536
48,0.363356546892662,-3.1068364366187877,0.005044267255547694,2.306380949382536,0.3241053611858528,-0.12421273142373211
49,0.36342708065622437,-3.1068281136673677,0.005043785012699205,2.306191732362901,0.3241555199911412,-0.12431202839251063
50,0.36349629088263585,-3.106819945321107,0.0050433118151835,2.3060025153432657,0.3242056787964296,-0.12441132536128915
51,0.3634392905842186,-3.1068266727373532,0.005043701532422015,2.3058132983236304,0.32425583760171794,-0.12451062233006767
52,0.3634743841936998,-3.1068225309660926,0.005043461593896497,2.3056240813039954,0.32430599640700636,-0.12460991929884618
53,0.36359091470771815,-3.1068087750857654,0.005042664856229418,2.30543486428436,0.3243561552122947,-0.1247092162676247
54,0.3637275650049536,-3.1067926385374416,0.005041730542965033,2.305245647264725,0.32440631401758313,-0.12480851323640321
55,0.3637251388894337,-3.1067929250817246,0.005041747131067958,2.3050564302450898,0.3244564728228715,-0.12490781020518173
56,0.3637163616924199,-3.1067939617252143,0.005041807143443133,2.3048672132254544,0.32450663162815985,-0.12500710717396024
57,0.3637108648761577,-3.1067946109218627,0.005041844726823314,2.3046779962058195,0.32455679043344826,-0.12510640414273874
58,0.3637037899950941,-3.106795446480012,0.005041893099870941,2.304488779186184,0.3246069492387366,-0.12520570111151727
59,0.36378350383534575,-3.106786031168959,0.005041348070595076,2.304299562166549,0.32465710804402503,-0.12530499808029577
60,0.36335756529925967,-3.1047076849839206,0.004115922119658301,2.304110345146914,0.3247072668493134,-0.1254042950490743
61,0.36339259103945354,-3.104703556020645,0.004115645361713415,2.3039972680906455,0.32474262475037546,-0.12559681201675973
62,0.36346632543126833,-3.1046948626358595,0.004115062742189931,2.3038841910343772,0.32477798265143754,-0.1257893289844452
63,0.3635641393786377,-3.104683327512238,0.004114289849645691,2.303771113978109,0.3248133405524996,-0.12598184595213063
64,0.3636287694054265,-3.104675704036884,0.004113779161368589,2.3036580369218407,0.3248486984535617,-0.12617436291981607
