theta,tx,ty
-4.12994e-05,1.66616,0.136716
-7.65081e-05,3.15416,0.274851
-0.000177481,4.64529,0.46818
-0.000227911,6.08618,0.588668
-0.000245129,7.43965,0.733288
-0.000317562,8.72871,0.851463
-0.000348084,10.0124,1.02048
-0.000451505,11.1943,1.1017
-0.000526154,12.4183,1.3241
-0.00058421,13.502,1.42024
-0.000637685,14.5858,1.58088
-0.00070535,15.732,1.77678
-0.000814353,16.6854,1.8908
-0.000828398,17.6983,2.08781
-0.000899273,18.5459,2.27002
-0.000973434,19.3768,2.42571
-0.0010386,20.1705,2.62245
-0.00112218,20.9572,2.73475
-0.00124956,21.6789,2.87696
