theta,tx,ty
-8.17749e-06,0.00425636,0.0240925
-6.61472e-06,0.0143907,0.0347113
-1.90142e-05,0.0273623,0.0472861
-3.60288e-05,0.0362388,0.0579641
-4.57417e-05,0.0405971,0.0652085
-7.17063e-05,0.0504853,0.0905228
-9.1832e-05,0.0599303,0.113941
-0.000128535,0.0734129,0.130952
-0.000153476,0.0851368,0.146312
-0.000179735,0.10289,0.159672
-0.000196807,0.116955,0.171181
-0.000200673,0.11781,0.174735
-0.000205795,0.119008,0.178443
-0.000226373,0.123587,0.21052
-0.000242343,0.124806,0.236713
-0.000268107,0.128344,0.273671
-0.000298489,0.130342,0.311947
-0.000318503,0.134245,0.355497
-0.000329715,0.140098,0.396655
