theta,tx,ty
-1.47031e-05,-0.0654902,0.00511742
-2.2995e-05,-0.104617,0.00710665
-4.91153e-05,-0.162179,-0.00643022
-6.52652e-05,-0.237866,-0.0136848
-0.000111055,-0.303067,-0.0365349
-0.000151195,-0.34943,-0.0550056
-0.000204756,-0.390933,-0.0970717
-0.000229824,-0.41692,-0.125621
-0.000262098,-0.499463,-0.145196
-0.000302571,-0.552869,-0.14879
-0.000330693,-0.656231,-0.166363
-0.00035059,-0.745463,-0.185629
-0.000361034,-0.769567,-0.187229
-0.000374833,-0.784318,-0.179472
-0.000403975,-0.825602,-0.16751
-0.000416663,-0.866057,-0.151416
-0.000436847,-0.917257,-0.146382
-0.000469048,-0.989468,-0.140455
-0.00046689,-1.01376,-0.133567
