theta,tx,ty
-5.40512e-05,-0.610792,-0.620558
-0.000111215,-1.28528,-1.24103
-6.01021e-05,-1.94755,-1.87978
-9.34941e-05,-2.69285,-2.49036
-0.000182495,-3.33492,-3.11776
-0.000183918,-4.01887,-3.79832
-0.000269582,-4.71064,-4.35893
-0.000290576,-5.40649,-4.97143
-0.000409081,-6.06383,-5.57065
-0.000429287,-6.79451,-6.20257
-0.000570997,-7.43371,-6.85304
-0.000525433,-7.99782,-7.52379
-0.000634279,-8.72271,-8.19409
-0.000703826,-9.39268,-8.75902
-0.000696278,-10.0958,-9.41538
-0.000602158,-10.7814,-10.0292
-0.00119144,-11.7254,-10.8422
-0.000855475,-12.1691,-11.3197
-0.0007199,-12.7665,-11.7501
