theta,tx,ty
4.12734e-06,-0.011233,-0.00126438
-1.82995e-06,-0.0443974,-0.0308156
-6.16636e-06,-0.0655347,-0.0697783
-1.4196e-05,-0.0771859,-0.0827504
-1.56246e-05,-0.0923171,-0.0870511
-1.04909e-05,-0.113106,-0.0983139
-1.50093e-05,-0.132998,-0.106272
-2.05005e-05,-0.139652,-0.123269
-2.48703e-05,-0.141138,-0.133343
-2.21664e-05,-0.113464,-0.174433
-2.77199e-05,-0.0918621,-0.219389
-2.9136e-05,-0.0931055,-0.219618
-3.03032e-05,-0.0936654,-0.217105
-3.78591e-05,-0.104885,-0.222513
-4.53836e-05,-0.113835,-0.229492
-5.23173e-05,-0.126717,-0.238575
-5.94012e-05,-0.135927,-0.24355
-6.37124e-05,-0.186743,-0.264506
-6.71247e-05,-0.189347,-0.265068
