theta,tx,ty
-2.36695e-05,-0.0224578,-0.0122768
-5.3939e-05,-0.0278965,-0.036198
-7.51435e-05,-0.0314923,-0.0541798
-9.69935e-05,-0.0281826,-0.0668817
-9.76643e-05,-0.0300749,-0.0676438
-0.00010335,-0.0333263,-0.0696425
-0.000122085,-0.0304834,-0.073208
-0.000139826,-0.0268384,-0.0735294
-0.000164273,-0.0153124,-0.0766443
-0.000177013,-0.00747597,-0.0789041
-0.00019684,0.00765649,-0.0830372
-0.000220764,0.0286676,-0.0852904
-0.000243849,0.0357308,-0.09763
-0.000268007,0.039816,-0.107047
-0.000327392,0.0557915,-0.142256
-0.000388574,0.0791425,-0.178373
-0.000432777,0.0836717,-0.206723
-0.000475712,0.088924,-0.237674
-0.000518256,0.102727,-0.248485
