theta,tx,ty
-7.29933e-05,-0.776662,-0.258395
-1.35129e-05,-1.62725,-0.597765
-4.12175e-05,-2.40189,-0.879871
-0.000175682,-3.49806,-1.20439
0.000105343,-4.26862,-1.41922
-8.95236e-05,-5.26464,-1.69841
-5.46111e-05,-6.26703,-1.88814
-7.80394e-05,-7.36611,-2.05533
-3.30349e-05,-8.52378,-2.27595
-0.00010347,-9.58675,-2.52361
-0.000191606,-10.7459,-2.77543
2.67615e-05,-11.8761,-3.00761
8.87978e-05,-13.0738,-3.12716
-1.29091e-05,-14.3232,-3.28062
-0.000120165,-15.5168,-3.47175
-2.26096e-06,-16.7097,-3.71876
4.58474e-05,-18.0624,-3.89638
1.11192e-05,-19.4395,-4.01283
0.000192376,-20.7464,-4.11068
