theta,tx,ty
2.01809e-05,-0.00904253,-0.00407814
3.30184e-05,-0.0340843,-0.00259021
4.16348e-05,-0.0135928,0.00780559
4.1243e-05,0.000785488,0.0095255
3.22974e-05,0.0212068,-0.0160152
2.13569e-05,0.0316545,-0.0351888
4.06292e-05,0.0511156,-0.0500166
5.80008e-05,0.062902,-0.0728284
4.18969e-05,0.0595776,-0.0945431
6.13841e-05,0.0603499,-0.129354
7.21597e-05,0.094993,-0.117994
7.63163e-05,0.124965,-0.111177
7.14302e-05,0.20389,-0.102476
5.17556e-05,0.309773,-0.105893
6.40894e-05,0.420129,-0.112667
7.39973e-05,0.497078,-0.103957
8.35837e-05,0.697826,-0.110166
9.37382e-05,0.794379,-0.128349
9.01718e-05,0.833665,-0.124813
