theta,tx,ty
1.7248e-05,0.491154,0.0103063
4.46746e-05,0.80675,0.0123249
7.31988e-05,1.01753,0.0369449
0.000118085,1.2049,0.0624273
0.000143438,1.33318,0.0930865
0.000146454,1.43405,0.112296
0.000166741,1.48437,0.125585
0.000167933,1.52692,0.134567
0.000157384,1.54428,0.14505
0.000141992,1.55364,0.149856
0.000119257,1.51444,0.143045
9.03432e-05,1.48025,0.131385
5.66562e-05,1.42253,0.12006
2.59862e-05,1.38664,0.108363
-3.92198e-05,1.33474,0.0965493
-8.17206e-05,1.28605,0.0863812
-0.000125887,1.20972,0.107527
-0.000187461,1.13175,0.136061
-0.000260994,1.07382,0.166362
