theta,tx,ty
-6.31711e-05,2.70025,-0.129349
-0.000151191,5.38603,-0.348934
-0.000269353,8.15124,-0.544759
-0.00031113,10.8622,-0.745816
-0.000356184,13.5638,-0.909485
-0.000415629,16.2578,-1.05671
-0.000485444,19.0549,-0.815016
-0.000949007,21.9039,-0.329476
8.66349e-05,7.00187,1.95399
-0.000546846,5.66598,1.16646
-0.000489939,4.55571,-0.159428
-0.000710301,5.1517,0.530536
-0.000345621,5.14846,0.779742
-0.000246919,5.22825,1.39107
0.000732991,4.5314,1.41411
0.000166821,4.52209,0.999522
0.000151118,3.65346,0.0622709
0.00155762,5.01371,-0.122786
0.00208715,4.64124,-0.275171
