theta,tx,ty
2.21155e-06,-0.0157902,-0.00110026
3.52193e-06,-0.0341342,-0.00145789
-1.19804e-06,-0.0481921,0.000215013
-5.05325e-06,-0.051184,0.000200533
-5.92689e-06,-0.0540436,-0.000881717
-2.9868e-06,-0.0620559,-0.00568314
3.90664e-06,-0.0677699,-0.0101913
1.04564e-05,-0.0795964,-0.0173359
9.55558e-06,-0.0872229,-0.0234116
9.78312e-06,-0.101841,-0.0287042
1.04185e-05,-0.11593,-0.0339407
7.47073e-06,-0.122254,-0.0327004
7.55579e-06,-0.126634,-0.0332009
5.27481e-06,-0.126906,-0.0317082
2.66216e-06,-0.125906,-0.0307579
-1.94398e-06,-0.137192,-0.0260889
-5.72954e-06,-0.145759,-0.0219147
-3.97966e-06,-0.218317,-0.0224173
1.88366e-06,-0.310892,-0.0207127
