theta,tx,ty
-8.19952e-05,-0.449162,-0.470323
-0.000104981,-1.00886,-0.974834
-0.000207988,-1.47076,-1.46339
-0.000173506,-1.95335,-2.00275
-0.000266747,-2.45579,-2.49931
-0.000278829,-2.91273,-3.01408
-0.000361215,-3.39139,-3.51639
-0.000370351,-3.92734,-4.02349
-0.000498851,-4.40336,-4.50756
-0.000445546,-4.96246,-5.08601
-0.000530384,-5.49934,-5.55992
-0.000525194,-5.99021,-6.04233
-0.000592737,-6.63138,-6.56387
-0.000615307,-7.24165,-7.1224
-0.000646545,-7.82299,-7.66994
-0.000718029,-8.42885,-8.21965
-0.000672958,-8.96816,-8.76847
-0.000790124,-9.49584,-9.30762
-0.000794,-10.0316,-9.85657
