theta,tx,ty
4.12286e-06,-0.0343946,0.0416262
-1.25137e-05,-0.0568956,0.0804337
-1.13341e-05,-0.0862766,0.0874516
-2.05112e-05,-0.120927,0.0940949
-1.73806e-05,-0.154939,0.0984261
-1.83044e-05,-0.179327,0.103116
-4.07633e-05,-0.225108,0.125787
-5.79147e-05,-0.272149,0.145102
-4.78592e-05,-0.319415,0.159791
-5.13995e-05,-0.347926,0.170231
-5.60402e-05,-0.47225,0.213292
-5.74881e-05,-0.473964,0.214963
-5.74434e-05,-0.527471,0.238494
-5.76964e-05,-0.545024,0.246231
-5.77521e-05,-0.569211,0.246097
-7.26505e-05,-0.615053,0.216447
-6.78186e-05,-0.663646,0.185051
-0.0001124,-0.696374,0.132219
-0.000134326,-0.712887,0.0893018
