theta,tx,ty
4.85983e-06,-1.4087,-0.0250213
-4.85941e-05,-2.73206,-0.0709047
-1.84436e-05,-4.03726,-0.121513
-1.93134e-05,-5.5314,-0.141335
-0.000128024,-6.99266,-0.206511
-0.000101287,-8.31313,-0.21755
-0.000126746,-9.93177,-0.189845
-2.48461e-05,-11.4349,-0.183379
-0.000107714,-12.9411,-0.133682
-0.000107353,-14.5707,-0.0998324
-0.000113775,-16.0816,0.0179198
-6.12395e-05,-17.8582,0.0352782
-6.80946e-05,-19.4459,0.110424
-0.000581085,-21.2178,0.0994421
0.000373205,-22.6546,0.856288
0.000573491,-12.683,-0.291543
-0.00109357,-10.3481,-1.03775
-0.00236917,-9.19389,-0.533945
-0.00175736,-11.3978,0.065874
