theta,tx,ty
-6.53326e-05,2.50059,-0.311334
-0.000157908,5.10249,-0.672548
-0.000211185,7.73905,-1.02363
-0.000301816,10.2913,-1.31505
-0.000381077,12.9961,-1.64483
-0.000438964,15.6517,-1.93179
-0.000419997,18.3026,-2.02666
0.00210457,8.69458,1.45027
0.00219817,7.51146,1.26311
-0.00271293,8.49355,0.930059
0.00250552,9.97233,0.692789
-0.000793186,6.04953,-0.77234
-0.000457664,4.34508,-0.923224
-0.00141236,4.94779,-1.58174
-0.000968841,4.83956,-0.900899
0.000155085,6.11319,-0.599206
0.00228276,7.28596,-1.89962
0.00051091,3.52367,-1.51863
0.00207219,4.04734,0.0393286
