theta,tx,ty
-3.02175e-05,-0.0824633,0.0560786
-4.42877e-05,-0.162466,0.0705499
-4.52476e-05,-0.332299,0.0842782
-8.16923e-05,-0.456044,0.150021
-0.000122579,-0.686013,0.202454
-0.000135958,-0.83196,0.251114
-0.000157853,-0.95291,0.293975
-0.000207542,-1.01403,0.345802
-0.000256133,-1.09308,0.398322
-0.000302079,-1.17175,0.42123
-0.000351805,-1.25011,0.441976
-0.000345862,-1.31719,0.451056
-0.000343306,-1.38128,0.458834
-0.000375869,-1.53373,0.475369
-0.000379792,-1.6231,0.490351
-0.000399058,-1.65475,0.511184
-0.000428003,-1.67861,0.535767
-0.000466524,-1.71611,0.551791
-0.00049746,-1.74415,0.571706
