theta,tx,ty
-4.76435e-05,-0.152557,-0.02507
-8.11947e-05,-0.281294,-0.0428708
-0.00010021,-0.459416,-0.0467623
-0.000118035,-0.604629,-0.0467019
-0.000128307,-0.752736,-0.078881
-0.000168933,-0.880432,-0.122364
-0.000223691,-0.967128,-0.199797
-0.000246558,-1.03089,-0.243343
-0.000254634,-1.09964,-0.284518
-0.000262519,-1.18547,-0.331827
-0.000298508,-1.2914,-0.353822
-0.00033142,-1.31784,-0.350506
-0.000362199,-1.41141,-0.392939
-0.000393415,-1.46161,-0.418773
-0.00036896,-1.52395,-0.46529
-0.000410909,-1.58414,-0.524119
-0.000465169,-1.70203,-0.574613
-0.000525858,-1.76655,-0.63152
-0.000557016,-1.82994,-0.65587
