theta,tx,ty
3.12038e-05,-0.0367673,0.00922542
5.86751e-05,-0.0636463,0.0153606
0.000137519,-0.0766433,0.0836055
0.000187931,-0.0864135,0.144116
0.00030371,-0.0520432,0.310156
0.000405874,0.00376229,0.463098
0.000496902,0.180313,0.642479
0.000527747,0.392141,0.792935
0.000571379,0.69889,0.987542
0.0006121,0.908495,1.17308
0.00064554,1.15418,1.40824
0.0007465,1.43625,1.58905
0.000779278,1.80245,1.83112
0.000798738,2.13042,2.11403
0.000866864,2.45334,2.37344
0.000865667,2.84487,2.66337
0.000943379,3.20062,3.04391
0.000910937,3.59386,3.36411
0.000883043,3.97673,3.74043
