theta,tx,ty
1.46951e-05,-0.0507992,-0.0308713
5.66377e-06,-0.0803296,-0.0333861
8.27784e-06,-0.125521,-0.03769
4.63973e-05,-0.211428,-0.0599579
5.13338e-05,-0.282569,-0.0888171
4.22705e-05,-0.335236,-0.104107
4.46507e-05,-0.376668,-0.113036
2.38837e-05,-0.44108,-0.137949
2.13876e-05,-0.498643,-0.152262
2.89911e-05,-0.597084,-0.15746
3.42104e-05,-0.646673,-0.162662
4.80526e-05,-0.711108,-0.151776
5.76691e-05,-0.826664,-0.135127
5.63215e-05,-0.873708,-0.133367
5.81265e-05,-0.887497,-0.134686
5.52782e-05,-0.924011,-0.138065
6.81615e-05,-0.974258,-0.14686
7.11834e-05,-1.00332,-0.157806
7.70902e-05,-1.06873,-0.180593
