theta,tx,ty
6.6459e-06,2.50863,-0.30626
-2.71037e-05,5.12331,-0.661438
-7.72233e-05,7.75551,-1.00542
-4.71806e-05,10.2452,-1.28984
-6.81437e-05,12.8195,-1.67571
-9.37837e-05,15.3107,-1.93352
-0.000101091,17.9752,-2.14246
-9.55129e-05,20.6888,-2.41441
-0.000208055,23.0999,-3.12756
0.00462468,26.1501,-2.6506
0.00155936,8.70278,-1.9975
0.00203777,9.00716,-2.53744
0.00119346,8.8412,-1.9088
0.00189037,10.1169,-2.65554
0.00123275,8.52993,-1.95692
0.00166537,8.56826,-2.1092
-7.99981e-07,9.34804,-1.61779
0.00197185,5.94735,-4.18559
0.00287245,4.29863,-1.70167
