theta,tx,ty
3.1278e-05,-0.257676,-0.203933
8.72225e-05,-0.587359,-0.404489
9.3233e-05,-0.964039,-0.606321
0.000143259,-1.31117,-0.794881
0.000117289,-1.66713,-0.956149
0.000145272,-1.99948,-1.04139
0.000230893,-2.41452,-1.18631
0.000282548,-2.86537,-1.33237
0.000280042,-3.16692,-1.45773
0.000265822,-3.52903,-1.60663
0.000309716,-3.92555,-1.74968
0.000355408,-4.24413,-1.86046
0.000339774,-4.64013,-1.98419
0.000420336,-4.90968,-2.11241
0.000518338,-5.21143,-2.27459
0.000604917,-5.47575,-2.4261
0.000644001,-5.75822,-2.55157
0.000732842,-6.01609,-2.63721
0.000793016,-6.30358,-2.75428
