theta,tx,ty
-4.34183e-05,0.0416873,0.0291325
-7.95108e-05,0.0828463,0.0547728
-7.25294e-05,0.125621,0.0792144
-7.10535e-05,0.189958,0.100143
-0.000120881,0.265735,0.112353
-0.000118945,0.300335,0.119094
-0.000135069,0.331516,0.121973
-0.000154168,0.353058,0.129822
-0.000177749,0.355287,0.144573
-0.000194091,0.353524,0.15601
-0.000240505,0.391141,0.187797
-0.000243722,0.39502,0.189748
-0.000263506,0.439301,0.18444
-0.000282225,0.469928,0.176221
-0.000339849,0.554941,0.161417
-0.000363343,0.587791,0.156177
-0.00037523,0.612277,0.157775
-0.000403059,0.630209,0.171077
-0.000433947,0.656254,0.182679
