theta,tx,ty
-5.15471e-06,-0.0984079,-0.0483168
-4.77255e-06,-0.163197,-0.0781274
-2.17388e-05,-0.283091,-0.146404
-6.17263e-05,-0.479081,-0.200074
-6.96224e-05,-0.635766,-0.235129
-8.11521e-05,-0.814952,-0.251033
-0.000116757,-0.945086,-0.28753
-0.000128295,-1.03279,-0.333409
-0.000145599,-1.11969,-0.372559
-0.000149008,-1.17434,-0.388733
-0.000155281,-1.23297,-0.411201
-0.000180108,-1.34474,-0.462999
-0.000208184,-1.46145,-0.502266
-0.00015523,-1.62224,-0.548649
-0.000129695,-1.81739,-0.563948
-8.71301e-05,-1.99688,-0.635201
-1.34896e-05,-2.12164,-0.712279
5.90396e-05,-2.20796,-0.790656
0.000117834,-2.30509,-0.85122
