theta,tx,ty
-1.50668e-05,-0.00173547,0.015143
-3.14795e-05,0.00170643,0.0277152
-5.73068e-05,0.0132279,0.0399747
-9.50878e-05,0.0338363,0.0568023
-0.000131666,0.055784,0.0721157
-0.000148005,0.0682005,0.0784892
-0.000179271,0.082788,0.0896653
-0.000193684,0.0920487,0.0964026
-0.000232197,0.140321,0.108086
-0.000257788,0.175816,0.115392
-0.00030838,0.250982,0.147348
-0.000313757,0.252895,0.148219
-0.000323008,0.2796,0.150942
-0.000335786,0.316829,0.153385
-0.000410296,0.40479,0.168622
-0.000411464,0.408316,0.168493
-0.000411387,0.412339,0.166184
-0.000431849,0.428466,0.170991
-0.000449489,0.44245,0.171288
