theta,tx,ty
-5.00421e-05,0.0346967,0.00213003
-6.75605e-05,0.041188,0.00743501
-8.52846e-05,0.0564171,0.0110459
-0.000100963,0.0669719,0.00996836
-0.000129264,0.0720933,0.0254607
-0.000163392,0.0743562,0.0424685
-0.000193367,0.0825968,0.0581073
-0.000226562,0.0895409,0.0703631
-0.00026138,0.0903767,0.0864332
-0.00029264,0.0894151,0.103526
-0.000327042,0.0725057,0.104463
-0.000356442,0.0565799,0.102949
-0.000375245,0.0540344,0.0992654
-0.000389392,0.053983,0.0983552
-0.000419519,0.0476507,0.111434
-0.000452595,0.0512669,0.127997
-0.000469162,0.056211,0.129228
-0.000488221,0.0598672,0.130772
-0.000511236,0.0686403,0.144548
