theta,tx,ty
4.77882e-05,1.20509,0.00384947
1.00508e-05,2.80677,-0.0132423
3.26775e-05,4.33371,-0.0204768
-2.36e-05,6.3014,-0.0199252
2.94308e-05,8.30427,-0.0367657
4.58373e-05,10.1235,-0.0357691
8.84884e-05,11.8296,-0.00296002
8.93599e-05,13.2126,0.00663283
0.000182861,14.7945,0.0608416
0.000164706,16.296,0.131842
0.000152807,17.7715,0.191594
0.000104483,19.1554,0.28513
0.000338218,20.26,-0.112857
0.00357098,16.8654,2.53528
0.00265391,9.93051,1.84689
-0.000893254,9.15832,4.01548
0.00272137,8.85132,1.76467
0.00306053,9.63909,2.17138
0.00285218,8.20667,0.936012
