theta,tx,ty
-2.56673e-05,-0.21352,0.107716
-5.15856e-05,-0.433896,0.133352
-8.59939e-05,-0.734276,0.197208
-0.000102015,-0.985845,0.260256
-0.000141252,-1.27869,0.351672
-0.000197536,-1.62776,0.461882
-0.000258082,-1.98856,0.514726
-0.000214375,-2.41926,0.608819
-0.000175696,-2.91345,0.710689
-0.000244937,-3.40576,0.781425
-0.000256268,-3.953,0.850882
-0.000259294,-4.49738,0.916743
-0.000229492,-5.02715,0.980697
-0.000274467,-5.67587,1.09813
-0.000291001,-6.28643,1.18521
-0.00027117,-6.98738,1.2435
-0.000299414,-7.80105,1.27718
-0.000307744,-8.55375,1.315
-0.000312615,-9.33006,1.34479
