theta,tx,ty
1.95461e-06,-0.0280137,0.0049465
8.27263e-07,-0.0294059,0.00551626
1.16842e-06,-0.0554093,0.00636443
5.11743e-06,-0.0853683,0.00454464
-5.09547e-06,-0.140429,-0.000866574
-1.8553e-05,-0.187809,-5.87005e-05
-1.09174e-05,-0.292392,0.0105994
-7.29011e-06,-0.355399,0.0187734
-6.87558e-06,-0.386207,0.030041
-4.30947e-06,-0.415927,0.0470823
3.1454e-06,-0.469461,0.0547118
9.08609e-06,-0.509734,0.0624895
2.1261e-06,-0.54326,0.0609302
-6.24655e-06,-0.595661,0.0644155
-1.34486e-05,-0.624732,0.0652267
-1.18431e-05,-0.6419,0.0564892
-5.83911e-06,-0.699356,0.0574477
-2.4836e-06,-0.747053,0.0614093
1.65649e-05,-0.791241,0.0728288
