theta,tx,ty
1.67246e-06,-0.0382947,-0.0420609
1.02717e-05,-0.0704843,-0.0815138
6.24295e-06,-0.108187,-0.0939584
-1.90719e-06,-0.159789,-0.107727
1.17532e-05,-0.197758,-0.12225
2.16302e-05,-0.218301,-0.128714
3.53608e-05,-0.257605,-0.138791
5.47606e-05,-0.303554,-0.143928
6.81941e-05,-0.35701,-0.146673
7.33185e-05,-0.397124,-0.147862
6.37589e-05,-0.629666,-0.140863
5.36959e-05,-0.646893,-0.141298
6.11353e-05,-0.662681,-0.145405
6.52005e-05,-0.679746,-0.149385
5.51278e-05,-0.705033,-0.154979
5.07758e-05,-0.722656,-0.159723
6.63215e-05,-0.748234,-0.162741
7.9151e-05,-0.782917,-0.161065
8.09865e-05,-0.810362,-0.16571
