theta,tx,ty
2.53844e-05,1.62206,-0.416888
2.12915e-05,3.19215,-0.913213
3.38485e-05,4.88841,-1.37559
4.91741e-05,6.40088,-1.93047
0.000163774,8.0583,-2.43862
0.000128592,9.73045,-3.02827
0.000198277,11.3839,-3.72246
0.000192417,13.1578,-4.28432
0.000188781,14.873,-4.92346
0.000253176,16.5621,-5.56893
0.000266934,18.2275,-6.21581
0.000345389,20.0613,-6.88778
0.000369807,9.16901,-2.53711
-0.00131469,7.91283,-1.76463
-0.00117978,9.09636,-0.970312
-0.000222926,13.7164,-2.81563
0.00167261,10.2274,0.437433
0.00122015,8.22512,-0.728737
0.000109624,7.15778,-0.712727
